, Інші залучені кошти, Інші фінансові зобов’язання, Відстрочені податкові зобов’язання," Кошти банків, у т. ч.:"," Кошти банків, у т. ч.:__ в іноземній валюті", Кошти отримані від Національного банку України," Усього зобов’язань, у т. ч.:"," Усього зобов’язань, у т. ч.:__ в іноземній валюті"," кошти фізичних осіб на вимогу, у т. ч.:"," кошти фізичних осіб на вимогу, у т. ч.:__ в іноземній валюті"," кошти фізичних осіб, у т. ч.:"," кошти фізичних осіб, у т. ч.:__ в іноземній валюті"," кошти юридичних осіб на вимогу, у т. ч.:"," кошти юридичних осіб на вимогу, у т. ч.:__ в іноземній валюті"," кошти юридичних осіб, у т. ч.:"," кошти юридичних осіб, у т. ч.:__ в іноземній валюті",MONTH,NKB,NKB_Банки з державною часткою,NRB_Банки з державною часткою,NRB_Банки з державною часткою ,QUARTER,YEAR,Інші залучені кошти,Інші зобов’язання,Інші фінансові зобов’язання,БАНК  ,Банк,Банк  ,"Боргові цінні папери, емітовані банком","Боргові цінні папери, емітовані банком, у т. ч.:","Боргові цінні папери, емітовані банком, у т. ч.:__ в іноземній валюті","Боргові цінні папери, емітовані банком__у тому числі в іноземній валюті",Відстрочені податкові зобов’язання,Зобовязання групи вибуття,Зобов’язання групи вибуття,Зобов’язання щодо поточного податку на прибуток,Кошти банків,Кошти банків__у тому числі в іноземній валюті,Кошти клієнтів,"Кошти клієнтів, у т.ч.:",Кошти клієнтів__у тому числі кошти юридичних осіб,Кошти клієнтів__у тому числі кошти юридичних осіб__у тому числі в іноземній валюті,Кошти клієнтів__у тому числі кошти юридичних осіб__у тому числі в іноземній валюті__у тому числі кошти юридичних осіб на вимогу,Кошти клієнтів__у тому числі кошти юридичних осіб__у тому числі в іноземній валюті__у тому числі кошти юридичних осіб на вимогу__у тому числі в іноземній валюті,Кошти клієнтів__у тому числі кошти юридичних осіб__у тому числі в іноземній валюті__у тому числі кошти юридичних осіб на вимогу__у тому числі в іноземній валюті__у тому числі кошти фізичних осіб,Кошти клієнтів__у тому числі кошти юридичних осіб__у тому числі в іноземній валюті__у тому числі кошти юридичних осіб на вимогу__у тому числі в іноземній валюті__у тому числі кошти фізичних осіб__у тому числі в іноземній валюті,Кошти клієнтів__у тому числі кошти юридичних осіб__у тому числі в іноземній валюті__у тому числі кошти юридичних осіб на вимогу__у тому числі в іноземній валюті__у тому числі кошти фізичних осіб__у тому числі в іноземній валюті__у тому числі кошти фізичних осіб на вимогу,Кошти клієнтів__у тому числі кошти юридичних осіб__у тому числі в іноземній валюті__у тому числі кошти юридичних осіб на вимогу__у тому числі в іноземній валюті__у тому числі кошти фізичних осіб__у тому числі в іноземній валюті__у тому числі кошти фізичних осіб на вимогу__у тому числі в іноземній валюті,"Кошти клієнтів_Кошти клієнтів, усього","Кошти клієнтів_Кошти клієнтів, усього__у тому числі:_юридичних осіб_кошти юридичних осіб, усього","Кошти клієнтів_Кошти клієнтів, усього__у тому числі:_юридичних осіб_кошти юридичних осіб, усього__у тому числі в іноземній валюті",Кошти клієнтів_кошти фізичних осіб на вимогу,Кошти клієнтів_кошти фізичних осіб на вимогу__у тому числі в іноземній валюті,Кошти клієнтів_кошти юридичних осіб на вимогу,Кошти клієнтів_кошти юридичних осіб на вимогу__у тому числі в іноземній валюті,"Кошти клієнтів_фізичних осіб_кошти фізичних осіб, усього","Кошти клієнтів_фізичних осіб_кошти фізичних осіб, усього__у тому числі в іноземній валюті",Кошти отримані від НБУ,МФО,Назва банку,Резерви за зобов'язаннями,Резерви за зобов’язаннями,Субординований борг,Усього зобов’язань,Усього зобов’язань__у тому числі в іноземній валюті,"Фінансові зобов'язання, що обліковуються за справедливою вартістю через прибуток або збиток",№ з/гр,№ з/п,№ п/п,№п/п
458,,,,,,,,,,,,,,,,,04,320,,,,1,2015,221377.52446,8635.28428,295455.10491,,,,0,,,0,0,,0,0,2.5146800000000002,0,,,,,,,,,,,4197588.11651,2569969.81165,1740520.87239,148996.75329999998,92813.98356,557782.03958,42948.360479999996,1627618.30486,1445132.06115,,,БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,2151.13102,,0,4725209.67586,3408825.5109400004,,5,34,,
459,,,,,,,,,,,,,,,,,04,389,,,,1,2015,0,15247.798859999999,11389.224629999999,,,,0,,,0,0,,0,1641.13709,5004.4708900000005,0.14089,,,,,,,,,,,4234071.007180001,2674988.7664900003,1957856.37115,525735.28034,477224.36712,614728.0188,209105.25049,1559082.24069,1363351.3484099999,,,МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК,3.00733,,285825.92342999997,4553182.56941,3610997.6348599996,,6,35,,
460,,,,,,,,,,,,,,,,,04,34,,,,1,2015,11596.744270000001,12646.10196,65945.74258,,,,2137.0468100000003,,,0,1520.29216,,0,0,1386099.40518,645236.22011,,,,,,,,,,,2443103.67569,745134.23745,431287.06294,184120.80384,117374.17422,136326.48301,24420.25394,1697969.43824,1024475.4557199999,,,УКРАЇНСЬКИЙ ПРОФЕСІЙНИЙ БАНК,393.54445999999996,,0,3923442.55311,2161875.1626500003,,7,36,,
461,,,,,,,,,,,,,,,,,04,227,,,,1,2015,0,20578.98764,636108.0829500001,,,,2.74998,,,0,0,,0,0,163303.7531,25817.467,,,,,,,,,,,3208693.4230799996,1460345.4895499998,410285.46143,184352.7617,153819.00657,805454.5260999999,97026.85201,1748347.93353,1264423.79337,,,БАНК HАЦІОНАЛЬНІ ІНВЕСТИЦІЇ,1211.20644,,202166.39362000002,4232064.59681,2030125.30753,,8,37,,
462,,,,,,,,,,,,,,,,,04,304,,,,1,2015,0,9475.29598,157242.10607,,,,0,,,0,0,,0,0,654401.01183,479427.9581,,,,,,,,,,,2547852.52047,1027364.2591099999,304261.42991,93429.12869,82453.80389000001,163480.77398,51333.32396,1520488.2613600001,1412216.86689,,,ФОРТУНА-БАНК,369.51966000000004,,186198.24067,3555538.6946799997,2382248.35811,,9,38,,
463,,,,,,,,,,,,,,,,,04,251,,,,1,2015,6424.200339999999,11589.65765,9301.990090000001,,,,0,,,0,0,,0,0,1462122.9558,1462122.9558,,,,,,,,,,,1315574.05177,430035.55392,133343.14877,307987.45072,212184.37703,382467.97365999996,120658.80016,885538.49785,580718.9157100001,,,ПІРЕУС БАНК МКБ,1806.24425,,463538.3115,3270357.4113999996,2649656.52373,,10,39,,
464,,,,,,,,,,,,,,,,,04,403,,,,1,2015,75000,16809.59249,18794.293530000003,,,,13803.99064,,,0,0,,0,531.08,510392.4851,480362.07414,,,,,,,,,,,2469286.9559,857849.89552,15093.94333,268872.51436000003,104406.25454000001,480041.62495,2718.86499,1611437.0603800002,1168739.57349,,,АВАНТ-БАНК,562.27089,,236620.68855000002,3341801.3571,1862612.87951,,11,40,,
465,,,,,,,,,,,,,,,,,04,62,,,,1,2015,0,12046.83253,38964.58511,,,,468560.7896,,,444607.48865,0,,0,2000,568.8692100000001,1.40656,,,,,,,,,,,2440243.7705,1189263.07669,504423.1352,109374.15796000001,73046.12967,418095.37468,39827.02639,1250980.69381,970956.75387,,,ТАСКОМБАНК,0,,291352.17647,3253737.02342,2160917.59585,,12,41,,
466,,,,,,,,,,,,,,,,,04,321,,,,1,2015,0,6043.05382,99517.89766999999,,,,0,,,0,0,,0,0,625894.96021,625470.2983,,,,,,,,,,,1044287.23158,399419.74255,105884.61783,97272.21435,70953.82353,186983.37536,25404.3832,644867.48903,454505.82781000005,,,БМ БАНК,1101.3641599999999,,653271.95647,2430116.4639100004,1839150.6148599999,,13,42,,
467,,,,,,,,,,,,,,,,,04,97,,,,1,2015,589.30918,11091.315059999999,28955.07434,,,,0,,,0,20183.18088,,0,0,1482822.73301,1482817.4839,,,,,,,,,,,772319.1272100001,296791.13343,59087.908579999996,126490.47979,80657.72885,249929.61913,58774.146790000006,475527.99377999996,308322.11156,,,ВІЕС БАНК,37.498799999999996,,230892.44471,2546890.68319,2090664.2452299998,,14,43,,
468,,,,,,,,,,,,,,,,,04,101,,,,1,2015,5704.35876,13657.59079,20312.84446,,,,0,,,0,8671.59871,,0,291.03263000000004,323843.49193,314312.07353,,,,,,,,,,,1840013.73863,629621.9267300001,463434.60447,222274.25347,95942.40444,200036.60061,77763.79639,1210391.8119,789145.25512,,,IНДУСТРІАЛБАНК,40.97565,,0,2212535.63156,1568491.29952,,15,44,,
469,,,,,,,,,,,,,,,,,04,129,,,,1,2015,0,30135.425990000003,5508.13863,,,,0,,,0,35546.595,,0,4E-05,500668.19177000003,0,,,,,,,,,,,790635.17376,102272.68286,43219.153470000005,87022.32774,67239.86993,93316.20381,35976.94497,688362.4909,547792.94936,,,БТА БАНК  ,0.0531,,0,1362493.5782899999,592983.03441,,16,45,,
470,,,,,,,,,,,,,,,,,04,142,,,,1,2015,1362.50307,11319.060350000002,38168.060939999996,,,,30979.22346,,,0,1585.3932,,0,5757.00047,230334.14763,136835.95945999998,,,,,,,,,,,2143297.44428,381975.59505,83986.72365,97836.61551,27441.89859,122419.21983999999,57026.081210000004,1761321.84923,588290.18092,,,ІДЕЯ БАНК,6.52046,,143735.04756,2606544.40142,955971.08306,,17,46,,
471,,,,,,,,,,,,,,,,,04,277,,,,1,2015,25613.58933,8365.8107,65733.49293,,,,0,,,0,0,,0,0,81151.54896,60972.698469999996,,,,,,,,,,,2352560.02481,1129910.37423,29331.1415,200805.82641,81836.26499000001,698202.8197700001,24603.77394,1222649.6505800001,826919.2986399999,,,БАНК НАЦІОНАЛЬНИЙ КРЕДИТ,2104.00356,,126000,2661528.47029,949595.55305,,18,47,,
472,,,,,,,,,,,,,,,,,04,329,,,,1,2015,0,8725.79596,780954.30111,,,,0,,,0,0,,0,0,1240356.19175,1205856.19174,,,,,,,,,,,214698.65994,194671.65942,40286.29594,9166.86184,7225.992569999999,137053.71167999998,20282.17094,20027.00052,15124.43771,,,КРЕДИТ ЄВРОПА БАНК ,5827.1722,,0,2250562.12096,2033041.13919,,19,48,,
473,,,,,,,,,,,,,,,,,04,105,,,,1,2015,0,10405.99294,89181.69919,,,,0,,,0,0,,0,0,0,0,,,,,,,,,,,2137983.60324,1049381.09151,447821.80889,530929.91131,399744.40293,884630.36914,346054.15325000003,1088602.5117300001,815517.06501,,,МАРФІН БАНК ,553.55099,,0,2238124.84636,1308564.8932999999,,20,49,,
474,,,,,,,,,,,,,,,,,04,191,,,,1,2015,0,15154.64587,192184.26678,,,,0,,,0,7127.56383,,0,115.866,182020.89951,0,,,,,,,,,,,1837387.49951,898814.41652,5.7561599999999995,10431.225709999999,49.65404,155189.55266000002,5.7561599999999995,938573.08299,4936.00831,,,"""АРКАДА""",15499.07435,,0,2249489.81585,4941.76447,,21,50,,
475,,,,,,,,,,,,,,,,,04,96,,,,1,2015,0,8982.73985,88705.73639,,,,0,,,0,2023.1808,,0,0,1882.30623,1882.30623,,,,,,,,,,,2076951.31548,170954.14401,2413.98695,137809.03869,39808.29733,99227.16373999999,1949.88364,1905997.17147,1046943.09763,,,АКЦЕНТ-БАНК,220,,50397.260279999995,2229162.53903,1052458.44196,,22,51,,
476,,,,,,,,,,,,,,,,,04,325,,,,1,2015,0,17104.6006,19104.30718,,,,129.04937,,,0,0,,0,499.967,466674.57554,466482.37067000003,,,,,,,,,,,945735.45129,81115.10252,12739.058350000001,87575.5577,10717.82891,56462.38667,12739.058350000001,864620.3487699999,132165.31708,,,БАНК ФОРВАРД,0,,350813.35186,1800061.30284,762776.49276,,23,52,,
477,,,,,,,,,,,,,,,,,04,186,,,,1,2015,2361.3417600000002,2057.12734,3045.6352,,,,0,,,0,2697.1382,,0,0,184368.49315,0,,,,,,,,,,,1873084.16563,1318313.17461,939532.3043600001,231187.86648,174797.00733999998,499911.06937,408588.22880000004,554770.99102,390183.71816,,,УКРБІЗНЕСБАНК ,9300.3438,,435580.30013,2512494.54521,1693841.24923,,24,53,,
478,,,,,,,,,,,,,,,,,04,463,,,,1,2015,0,857.21136,1363.76232,,,,0,,,0,643.89798,,0,2544.09922,97281.76079,1768.05543,,,,,,,,,,,90825.85102999999,44216.66972,53.73192,2495.62515,379.19484,44216.669709999995,53.73192,46609.18131,379.19484,,,ДІВІ БАНК,0.4517,,1030879.47925,1224396.51365,1033080.4614399999,,25,54,,
479,,,,,,,,,,,,,,,,,04,385,,,,1,2015,0,807.58313,654.49333,,,,375.82520000000005,,,0,974.06453,,0,0,41558.11861,16294.469920000001,,,,,,,,,,,796098.0641800001,761011.22645,289154.05821,11370.28275,9825.72551,224451.05032,38317.970709999994,35086.83773,26542.7662,,,"""СОЮЗ""",1574.0242600000001,,221915.20548,1063957.37872,331996.58313,,26,55,,
480,,,,,,,,,,,,,,,,,04,122,,,,1,2015,0,257.44088999999997,2900.8207700000003,,,,0,,,0,0,,0,0,329473.00743,329473.00737,,,,,,,,,,,357049.24515,339377.31757,141875.0999,15269.74871,6677.65388,87459.22838,2895.79624,17671.92758,8164.984219999999,,,ФІНБАНК,0,,407720.40505,1097400.91929,865825.68867,,27,56,,
481,,,,,,,,,,,,,,,,,04,533,,,,1,2015,1878.4324299999998,16980.8746,66178.08077,,,,23222.313840000003,,,0,0,,0,0,43544.095890000004,0,,,,,,,,,,,1710221.22479,813918.9153400001,7188.85563,235158.83249,35707.687139999995,128580.55820000001,1922.9139799999998,896302.3094500001,257658.73019000003,,,БАНК МИХАЙЛІВСЬКИЙ,247.63472000000002,,68162.45358,1930435.11062,267488.07716,,1,57,,
482,,,,,,,,,,,,,,,,,04,260,,,,1,2015,0,1939.84142,5449.34303,,,,0,,,0,0,,0,0,0,0,,,,,,,,,,,2196152.17171,2155721.59441,1900652.91948,21535.81462,9105.7688,1959935.38366,1900652.91948,40430.577300000004,27623.624020000003,,,"""ТК КРЕДИТ""",0,,3499.93723,2207041.2933900002,1928276.5435,,2,58,,
483,,,,,,,,,,,,,,,,,04,48,,,,1,2015,0,4746.67537,146961.76821,,,,0,,,0,0,,0,0,1210,0,,,,,,,,,,,1837659.34616,1634534.87044,806003.39552,21515.97951,3697.3907600000002,1413984.4930500002,625529.33869,203124.47572,59083.21671,,,"""НОВИЙ""",30.78522,,126624.81719,2117233.3921499997,1060213.04204,,3,59,,
484,,,,,,,,,,,,,,,,,04,206,,,,1,2015,0,16755.328810000003,23061.30007,,,,0,,,0,9148.073260000001,,0,0,3955,0,,,,,,,,,,,1543800.37596,485843.64265,214553.44026,252008.42362000002,229082.44399,396935.68668,180264.27417,1057956.7333099998,901629.1937,,,МІСТО БАНК,75.90313,,269800.53091000003,1866596.51214,1388455.63996,,4,60,,
485,,,,,,,,,,,,,,,,,04,57,,,,1,2015,0,5511.625480000001,4185.38544,,,,0,,,0,121.20626,,0,0,229642.16808,17993.33103,,,,,,,,,,,1395126.0028900001,279719.47116,8083.30879,89071.6731,48476.307179999996,13518.79084,1024.05601,1115406.5317300002,805570.17866,,,"""КАПІТАЛ""",38.79708,,140006.56,1774631.74523,861929.4083700001,,5,61,,
486,,,,,,,,,,,,,,,,,04,262,,,,1,2015,0,12694.97679,27027.06908,,,,0,,,0,253.38683,,0,807.62501,424133.15987,421680.07573,,,,,,,,,,,954725.78771,497201.03594,126711.15681,217000.59712000002,18764.959619999998,304720.81732,51670.749209999994,457524.75177000003,37447.82846,,,ЕКСПРЕС-БАНК,1339.0364,,0,1420981.0416899999,586261.82078,,6,62,,
487,,,,,,,,,,,,,,,,,04,455,,,,1,2015,0,2166.79666,72645.42803000001,,,,0,,,0,0,,0,639.971,968016.47509,968016.47509,,,,,,,,,,,351865.19768,347444.37619000004,143104.12305,4420.821489999999,0,297218.93192,143104.12305,4420.821489999999,0,,,СЕБ КОРПОРАТИВНИЙ БАНК,0,,0,1395333.86846,1131421.59322,,7,63,,
488,,,,,,,,,,,,,,,,,04,409,,,,1,2015,80904.44425,11324.23881,19926.36893,,,,10187.859380000002,,,10187.859380000002,8536.117,,0,0,0,0,,,,,,,,,,,1355153.80228,919926.56215,86785.78521999999,82204.53386,21076.11438,412734.4147,32131.592480000003,435227.24013,235876.2873,,,РАДИКАЛ БАНК,883.89315,,24169.86301,1511086.58681,332999.08146,,8,64,,
489,,,,,,,,,,,,,,,,,04,306,,,,1,2015,0,465.7616,2012.7873799999998,,,,0,,,0,0,,0,0,15271.09589,0,,,,,,,,,,,1034323.4648699999,1024789.9471799999,7849.7769,4321.47224,0.008199999999999999,45479.119810000004,7790.55559,9533.51769,468.2043,,,УНIКОМБАНК,603,,0,1052676.10974,9319.03872,,9,65,,
490,,,,,,,,,,,,,,,,,04,386,,,,1,2015,271525.13825,5055.20967,18600.05152,,,,0,,,0,0,,0,0,219469.22762,60791.37731,,,,,,,,,,,818470.78255,174937.73671,17324.14213,126728.78447,96025.11971,146595.31862,17142.26658,643533.04584,531103.97229,,,"""ГЛОБУС""",11524.01621,,60411.66563,1405056.09145,889108.7342099999,,10,66,,
491,,,,,,,,,,,,,,,,,04,379,,,,1,2015,0,4238.15143,299576.94062,,,,0,,,0,0,,0,0,50974.40594,42135.175240000004,,,,,,,,,,,997061.15301,283538.3087,18361.807800000002,181037.33632,168581.98762,208616.00733,16011.572350000002,713522.84431,624204.7986999999,,,"""ПРЕМIУМ""",4978.67406,,0,1356829.32506,685168.2294600001,,11,67,,
492,,,,,,,,,,,,,,,,,04,231,,,,1,2015,27838.22092,7448.6296999999995,381.33056999999997,,,,0,,,0,0,,0,0,11.076640000000001,11.076640000000001,,,,,,,,,,,1164053.68471,560960.38995,20451.65554,141333.15771,89661.28123,353660.71167,19157.907460000002,603093.2947600001,362851.61745,,,ЮНЕКС БАНК,0,,0,1199732.94254,383314.34962999995,,12,68,,
493,,,,,,,,,,,,,,,,,04,318,,,,1,2015,0,5289.18567,38006.43494,,,,0,,,0,0,,0,0,4303.97798,0.08275,,,,,,,,,,,1253844.4150800002,728369.22814,278388.87906999997,79299.93658,66560.37574,447489.29233,226845.93186,525475.1869399999,445596.60185000004,,,ЄВРОБАНК,792.4602,,64349.216440000004,1366585.69031,730911.84543,,13,69,,
494,,,,,,,,,,,,,,,,,04,91,,,,1,2015,77327.42629,3688.50005,21758.81178,,,,0,,,0,0,,0,0,104942.02829,67422.115,,,,,,,,,,,901011.08293,321866.19215,67508.07170999999,44472.41529,20735.154319999998,182165.30578999998,57717.73805,579144.89078,343911.6988,,,"""ЛЬВІВ""",0,,157859.59416,1266587.4435,708232.50067,,14,70,,
495,,,,,,,,,,,,,,,,,04,290,,,,1,2015,0,4859.538439999999,19248.709860000003,,,,0,,,0,0,,0,0,40822.43521,40822.43521,,,,,,,,,,,1018909.3718699999,330196.75601,26034.182999999997,132480.2716,122982.22203,136704.62705,25562.414230000002,688712.61586,583995.0983,,,ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК,119.09335,,43757.534210000005,1127716.68294,651965.94151,,15,71,,
496,,,,,,,,,,,,,,,,,04,113,,,,1,2015,0,5947.04136,14563.68199,,,,0,,,0,17858.15528,,0,297.96873,0,0,,,,,,,,,,,982121.0141599999,545618.56706,34080.95518,130769.56060000001,13630.75789,253317.2028,21898.319489999998,436502.4471,70463.46397000001,,,ПОЛТАВА - БАНК,0,,0,1020787.86152,104576.39173,,16,72,,
497,,,,,,,,,,,,,,,,,04,143,,,,1,2015,0,3071.34604,35665.14258,,,,77.77008000000001,,,70.32788,0,,0,0,224844.93002,211781.93002,,,,,,,,,,,888728.25031,315321.30147,96330.85622999999,151106.89229,74438.94627999999,252621.20268999998,90877.79879999999,573406.9488400001,430440.029,,,КОМІНВЕСТБАНК,248.02388,,0,1152635.46291,743771.85026,,17,73,,
498,,,,,,,,,,,,,,,,,04,394,,,,1,2015,0,2034.1051499999999,63241.919350000004,,,,0,,,0,41879.961090000004,,0,0,339867.18038,304842.24887,,,,,,,,,,,298870.08016,75458.00842,49657.40347,31291.07644,24561.77186,67463.74867999999,49657.40347,223412.07173999998,45151.67396,,,БАНК 3/4,68.20407,,0,745961.4502,400793.19851,,18,74,,
499,,,,,,,,,,,,,,,,,04,283,,,,1,2015,0,7241.79014,13148.179020000001,,,,0,,,0,1861.8924299999999,,0,0,232984.62639,232978.635,,,,,,,,,,,634890.76751,141875.19017,29127.27632,76230.19578000001,67576.41671,120490.55425999999,15925.37608,493015.57734,466320.02935,,,БАНК ПЕТРОКОММЕРЦ-УКРАЇНА,0,,140655.75,1030783.00549,870544.70123,,19,75,,
500,,,,,,,,,,,,,,,,,04,30,,,,1,2015,0,2456.03472,23156.15172,,,,0,,,0,0,,0,0,79296.57963,74297.02140000001,,,,,,,,,,,794004.071,237650.34032,43259.39361,138917.73126,120521.82648999999,176775.07433,40696.657620000005,556353.73068,486964.60379,,,IНТЕГРАЛ - БАНК,2.8720999999999997,,50435.273969999995,949350.98314,605100.7472100001,,20,76,,
501,,,,,,,,,,,,,,,,,04,123,,,,1,2015,0,2691.06959,15858.94214,,,,0,,,0,176.76985000000002,,0,0,708.6489799999999,708.48023,,,,,,,,,,,763121.54617,334157.22218000004,64550.65422,62157.84536000001,34660.13825,184162.34032,56111.30922,428964.32399,328192.36139,,,БАНК ГРАНТ,110.73186,,150265.35105,932933.05964,547515.56933,,21,77,,
502,,,,,,,,,,,,,,,,,04,395,,,,1,2015,0,8336.523650000001,2432.9867799999997,,,,0,,,0,0,,0,409.565,11328.49143,10525.1392,,,,,,,,,,,904150.52362,152810.07858,31.03406,113267.13932,95685.05690000001,6425.43555,31.03406,751340.44504,716665.34398,,,ЄВРОПРОМБАНК,0,,10051.10528,936709.1957599999,727232.37084,,22,78,,
503,,,,,,,,,,,,,,,,,04,407,,,,1,2015,0,9345.96609,110085.2843,,,,0,,,0,0,,0,3024.7578399999998,0,0,,,,,,,,,,,607828.7943300001,607828.7943300001,108643.59387,0,0,515672.88787999994,108643.59387,0,0,,,ДОЙЧЕ БАНК ДБУ,3039.1544000000004,,0,733323.95696,117349.2111,,23,79,,
504,,,,,,,,,,,,,,,,,04,593,,,,1,2015,0,4710.41215,528.00352,,,,7255.49406,,,0,0,,0,0,570866.51298,0,,,,,,,,,,,167971.43263999998,167971.43263999998,1.58698,0,0,167971.43263999998,1.58698,0,0,,,"""РОЗРАХУНКОВИЙ ЦЕНТР""",0,,0,751331.85535,1.58698,,24,80,,
505,,,,,,,,,,,,,,,,,04,380,,,,1,2015,0,586.03704,301.9438,,,,0,,,0,1154.8299900000002,,0,0,385219.27563000005,381916.93743,,,,,,,,,,,230797.51515999998,15100.45918,1286.21089,7211.95688,666.32055,13915.56216,1286.21089,215697.05597999998,8879.524959999999,,,БАНК ТРАСТ,0,,157050.71456,775110.3161800001,549136.26379,,25,81,,
506,,,,,,,,,,,,,,,,,04,460,,,,1,2015,0,1817.42365,5487.1713199999995,,,,597.06546,,,0,0,,0,385.456,143890.16814999998,90825.26985,,,,,,,,,,,512847.21106999996,128877.37909,11893.98928,35918.318,24081.34305,115750.24661,6964.01857,383969.83197999996,306455.37121,,,БАНК СІЧ,12.77746,,46895.689699999995,711932.96281,456587.76019,,26,82,,
507,,,,,,,,,,,,,,,,,04,201,,,,1,2015,0,1966.26582,28622.101919999997,,,,0,,,0,12891.202720000001,,0,0,0,0,,,,,,,,,,,642066.6585,316071.03962,118019.11612,46729.7302,32157.704799999996,267974.89342,107559.68317999999,325995.61888,264636.25566,,,БАНК КОНТРАКТ,2917.50186,,50949.490249999995,739413.22107,433704.91674,,27,83,,
508,,,,,,,,,,,,,,,,,04,47,,,,1,2015,0,5824.14996,13877.85937,,,,0,,,0,0,,0,0,212.8479,164.72399,,,,,,,,,,,499779.71524,186941.78015,3204.17957,126216.68652,92982.62899,128208.92416999998,3204.17957,312837.93509,257123.30980000002,,,ЮНІОН СТАНДАРД БАНК,35676.033279999996,,0,555370.60575,264855.37576,,28,84,,
509,,,,,,,,,,,,,,,,,04,406,,,,1,2015,0,3454.4272,9944.04567,,,,0,,,0,0,,0,0,120554.72023,77011.81312,,,,,,,,,,,461286.76486,103867.08902,32728.696069999998,39776.96151,37246.47511,80193.8469,32728.696069999998,357419.67584000004,345116.364,,,АПЕКС-БАНК,29.94016,,0,595269.89812,454991.42189999996,,29,85,,
510,,,,,,,,,,,,,,,,,04,490,,,,1,2015,0,1642.28745,36808.88023,,,,0,,,0,0,,0,0,9869.34513,9869.34513,,,,,,,,,,,581378.3022,234607.28057,1211.10497,62618.45881,37335.6133,121695.35618,1211.10497,346771.02163000003,279417.85055000003,,,БАНК СОФІЙСЬКИЙ,13.94323,,60510.05525,690222.81349,290777.08274000004,,30,86,,
511,,,,,,,,,,,,,,,,,04,331,,,,1,2015,0,1658.4280600000002,16403.33299,,,,0,,,0,0,,0,0,24616.79943,24616.75563,,,,,,,,,,,419231.40752,343226.12255000003,170851.21792999998,11493.19239,6952.80875,182530.63481000002,37504.79935,76005.28497000001,65696.46278,,,КРЕДИТВЕСТ БАНК,0,,131938.92824,593848.89624,396925.54981,,31,87,,
512,,,,,,,,,,,,,,,,,04,513,,,,1,2015,19.69962,5276.63656,9410.42945,,,,0,,,0,1229.875,,0,0,0,0,,,,,,,,,,,226674.85855,150855.43645,49068.00898,25425.35534,15251.30208,27444.037689999997,10338.02889,75819.4221,41931.66017,,,БАНК ЮНІСОН,2363.47363,,117213.22954999999,362188.20236,209346.18673,,32,88,,
513,,,,,,,,,,,,,,,,,04,95,,,,1,2015,70.62400000000001,3104.03914,85.73118000000001,,,,0,,,0,0,,0,0,155078.66274,111548.99365,,,,,,,,,,,435911.33145999996,120824.74524,18830.90362,33614.260350000004,20365.731920000002,58026.099879999994,14936.649080000001,315086.58622,287635.8814,,,ОКСІ БАНК,0,,0,594250.38852,418828.90206,,33,89,,
514,,,,,,,,,,,,,,,,,04,381,,,,1,2015,0,1545.15202,1839.89125,,,,0,,,0,0,,0,4319.4619999999995,0,0,,,,,,,,,,,550171.38691,425896.94364,109796.37443,53601.27763,36290.002909999996,386905.53888,104441.39107,124274.44327,73362.89812,,,МОТОР-БАНК,6.76163,,0,557882.6538099999,183726.22995,,34,90,,
515,,,,,,,,,,,,,,,,,04,241,,,,1,2015,52720.944240000004,1843.65804,3401.72843,,,,0,,,0,0,,0,0,18452.38002,18347.140020000003,,,,,,,,,,,408159.24582999997,176376.68407999998,17350.5095,26596.45051,17569.8282,126365.13973,5866.43254,231782.56175000002,157103.68836,,,АГРОКОМБАНК,126.61380999999999,,17091.8584,501796.42877,193205.25156,,35,91,,
516,,,,,,,,,,,,,,,,,04,205,,,,1,2015,0,40998.36253,4910.65073,,,,0,,,0,381.18707,,0,0,0,0,,,,,,,,,,,422099.20849999995,111705.90196,5503.8104,60193.99847,26133.57585,90677.46843000001,5293.040569999999,310393.30654,128807.56242999999,,,МЕТАБАНК,0.89941,,35686.809080000006,504077.11732,206529.79723999999,,36,92,,
517,,,,,,,,,,,,,,,,,04,223,,,,1,2015,0,2372.31261,1780.0292900000002,,,,0,,,0,0,,0,6.15,149931.39524,79731.49323,,,,,,,,,,,291213.47254,177727.04725,48987.84854,13648.7835,3474.86332,60812.072909999995,1908.21838,113486.42529,18193.204569999998,,,"""СТОЛИЧНИЙ""",0,,0,445303.35968000005,146912.54634,,37,93,,
518,,,,,,,,,,,,,,,,,04,109,,,,1,2015,0,1505.61984,3968.14777,,,,0,,,0,2364.6376299999997,,0,100,67027.95054,13245.083129999999,,,,,,,,,,,322506.23924,53716.68861,2589.70434,59295.56543,40433.547810000004,23632.03761,2589.70434,268789.55063,193841.50258,,,IНВЕСТБАНК,0,,79470.49875,476943.09377000004,290937.75842,,38,94,,
