,MONTH,NKB_Банки з державною часткою,NRB_Банки з державною часткою,QUARTER,YEAR,Банк  ,Банк   ,"Кредити, що надані субєктам господарювання за видами економічної діяльності, що класифікуються за секціями (А,B-E,F)","Кредитні операції, що класифіковані за I категорією якості","Кредитні операції, що класифіковані за I категорією якості__величина кредитного ризику за такими операціями","Кредитні операції, що класифіковані за II категорією якості","Кредитні операції, що класифіковані за II категорією якості__величина кредитного ризику за такими операціями","Кредитні операції, що класифіковані за III категорією якості","Кредитні операції, що класифіковані за III категорією якості__величина кредитного ризику за такими операціями","Кредитні операції, що класифіковані за IV категорією якості","Кредитні операції, що класифіковані за IV категорією якості__величина кредитного ризику за такими операціями","Кредитні операції, що класифіковані за V категорією якості","Кредитні операції, що класифіковані за V категорією якості__величина кредитного ризику за такими операціями",МФО,Рентабельність активів (%),№ п/п,№п/п
239,01,126,,4,2016,"ПАТ ""МЕГАБАНК"", Харків",,3734732.17267,1395255.2916,6973.89843,5879235.33563,25924.0166,617325.28614,23545.47509,92172.94079,13324.9886,422476.62008,390757.43239,351629,0.29,36,
240,01,232,,4,2016,"ПАТ ""ДІАМАНТБАНК""",,895492.49243,1009690.02782,1582.58252,2728993.58318,42579.54049,630998.62555,48791.42046,44444.60792,15604.6737,484850.31588,212456.07478,320854,-0.05,37,
241,01,270,,4,2016,"ПАТ ""БАНК КРЕДИТ ДНІПРО""",,3087334.54001,2914951.79739,-2346.86723,1683925.07946,-61698.8863,730858.77702,-17593.48031,510408.95462,-85395.67718,3260792.66703,-1248367.34808,305749,-8.06,38,
242,01,305,,4,2016,"ПАТ ""БАНК ВОСТОК""",,1136134.84761,2355050.4425,2493.55008,2531605.60215,42037.60033,160629.01766,25353.91566,323147.57708,44401.29092,46642.06434,42059.1269,307123,0.79,39,
243,01,316,,4,2016,"ПАТ ""ПтБ""",,415168.22069,2319862.28482,-157390.9185,3813339.14096,-162929.07355,113914.0315,-39817.88557,152125.78119,-104536.26036,599254.8223,-466579.53718,380388,-3.9779,40,
244,01, 29,,4,2016,"ПАТ ""БАНК АЛЬЯНС""",,32843.61739,0,0,10555.98945,2111.19784,0,0,17.65135,17.47484,95427.97922,10791.27601,300119,-6.3782,41,
245,01, 48,,4,2016,"АКБ ""НОВИЙ""",,119367.28758,236590.20909,1686.71306,252260.09571,1030.3713,163564.90741,13264.64082,7189.75538,29.33435,31003.19206,30431.35906,305062,0.0046,42,
246,01, 49,,4,2016,Полікомбанк,,172069.51118,69630.75246,43.42388,211469.34945,538.12843,64410.67472,1541.48285,0,0,38871.46706,19147.53613,353100,0.0353,43,
247,01, 62,,4,2016,"АТ ""ТАСКОМБАНК""",,1150598.30792,1572884.12344,6284.47126,2050860.12738,70324.24736,192878.09344,40888.54266,449.05888,200.46184,179197.91846,150808.61321,339500,0.42,44,
248,01, 72,,4,2016,"ПУБЛІЧНЕ АТ""БАНК ФАМІЛЬНИЙ""",,0,2497.94674,2.22347,31699.29154,18.14379,0,0,0,0,63902.0876,63627.0876,334840,-18.2095,45,
249,01, 91,,4,2016,"ПАТ АКБ ""Львів""",,694651.22407,573047.03278,3009.44149,410542.47766,9213.22406,151160.42186,3291.19271,83275.10689,6692.14588,125263.33027,86053.17096,325268,-2.9789,46,
250,01, 95,,4,2016,"ПАТ ""ОКСІ БАНК""",,177640.34278,206364.24884,298.3059,277411.12752,1025.72634,37369.3042,409.47666,6881.94219,1186.51113,27613.98131,10052.02914,325990,0.0141,47,
251,01, 96,,4,2016,"ПАТ ""А - БАНК""",,202973.68254,3455577.22638,27046.49965,601695.04658,74025.5979,81884.82036,9954.5088,35443.6973,17988.86655,420022.00168,385704.90274,307770,2.07,48,
252,01,101,,4,2016,"АКБ ""ІНДУСТРІАЛБАНК""",,335734.74522,479586.66102,930.62229,1313091.09158,40630.41379,207202.90605,6372.55858,83907.52722,42116.49437,66983.01707,58853.79883,313849,0.09350000000000001,49,
253,01,109,,4,2016,"ПАТ ""КБ ""Інвестбанк""",,50421.27761,127384.70823,1.02126,217935.20373,2070.22989,12222.47388,6.60348,20.49647,10.45376,10032.35852,10032.35852,328210,0.53,50,
254,01,113,,4,2016,"ПАТ ""Полтава-банк""",,411774.66106,188122.20132,364.7498,352058.31927,1679.28855,134868.19531,6890.28842,6485.03767,1.22733,70669.01364,66770.05809,331489,2.75,51,
255,01,122,,4,2016,"ПАТ ""ФІНБАНК""",,139749.26243,332.48759,0,703433.29628,49240.56873,79026.68329,6194.89603,0,0,132418.53947,123561.9391,328685,-2.2923,52,
256,01,123,,4,2016,"ПАТ ""БАНК ""ГРАНТ""",,458455.27338,441049.39467,92.48138,501771.96701,1709.31795,119389.52519,2409.53559,105360.84545,36908.64247,0,0,351607,0.08,53,
257,01,128,,4,2016,"АТ ""РЕГІОН-БАНК""",,104298.45358,101594.77794,569.3537,132637.79548,261.70738,65924.94876,18496.1322,12839.66364,4215.35089,13929.59993,10022.81992,351254,0.96,54,
258,01,129,,4,2016,"ПАТ ""БТА Банк""",,136647.04605,28627.91126,70.13642,79665.02339,38.76767,220576.29798,28243.05558,196.66362,5E-05,467129.24475,235759.48541,321723,0.13,55,
259,01,133,,4,2016,"ПАТ ""АСВІО БАНК""",,321213.36502,1294829.23211,8230.67243,213375.4868,4860.29829,78134.22584,8967.26,35655.96856,23715.36696,4530.67374,193.70447,353489,0.42,56,
260,01,143,,4,2016,"ПАТ ""КОМІНВЕСТБАНК""",,215007.71912,333632.47143,1828.15682,402315.56726,2239.79884,82319.25668,2596.37342,12767.77097,1876.97583,67028.01312,64162.18721,312248,0.2800000000000001,57,
261,01,146,,4,2016,"ПАТ""БАНК ""УКРАЇН.КАПІТАЛ""",,184587.2962,331451.4841,94.18147,146052.33029,874.56419,9830.21399,1153.15918,15255.70059,0,41774.0018,21367.43375,320371,-1.2307,58,
262,01,159,,4,2016,"ПАТ ""ФІНАНС БАНК""",,63853.71995,11361.94075,2.51444,14447.11923,2431.29909,85556.2247,0,0,0,30885.12977,30885.12977,300896,0.49,59,
263,01,169,,4,2016,"АТ ""НК БАНК""",,76635.56686,57602.06928,63.78466,3403.85306,3.4798,214869.8525,25937.80346,0,0,65026.2901,59529.32125,322432,1.6896,60,
264,01,191,,4,2016,"ПАТ АКБ ""АРКАДА""",,626476.99602,90368.76717,1573.86368,234875.46664,6897.31395,2221484.40527,222515.41324,173.08863,160.84994,6830.08512,6830.08512,322335,1.8664,61,
265,01,205,,4,2016,"АТ ""МетаБанк""",,98382.465,107978.01506,2023.06997,159895.88959,1711.77627,6675.67185,106.57767,11515.15347,7719.89943,24420.55844,16739.17983,313582,1.39,62,
266,01,206,,4,2016,"АТ ""Місто Банк""",,302082.54867,513569.48395,1862.54277,630541.01359,19862.9616,833111.02066,27782.00454,65180.57025,9298.90414,32498.71006,32301.04384,328760,-0.9936,63,
267,01,231,,4,2016,"ПАТ ""ЮНЕКС БАНК"" м. Київ",,442703.53046,167329.7625,891.70271,530085.53781,10951.79326,189698.53594,18760.02357,246220.30448,68566.70304,24466.54359,22318.79922,322539,-4.9,64,
268,01,237,,4,2016,"ПАТ ""КСГ БАНК""",,63678.58874,4837.79801,290.26787,343582.02405,22036.39286,64924.6734,971.46959,0,0,21303.94537,11406.68076,380292,0.4526,65,
269,01,240,,4,2016,"АТ ""КІБ""",,47238.56671,83466.19839,125.35328,168222.74164,4674.51123,0,0,0,0,0,0,322540,7.0237,66,
270,01,241,,4,2016,"ПАТ ""АГРОКОМБАНК""",,150826.88341,250284.24142,204.83696,202159.95681,767.50949,2512.54611,369.66079,2881.39321,-41.18143,12619.71926,10845.1416,322302,0.4051,67,
271,01,243,,4,2016,"ПАТ ""КБ ""ЗЕМЕЛЬНИЙ КАПІТАЛ""",,8025.58462,98195.57525,2.24372,64894.15614,24.87476,20321.36713,1139.64609,198.34186,0,16423.96074,3563.49904,305880,-4.5963,68,
272,01,262,,4,2016,"АБ ""ЕКСПРЕС-БАНК""",,141005.19482,343504.16878,4893.94591,289352.16528,6253.90595,1338.2235,370.99714,1212.72562,707.65463,170943.71468,166713.08418,322959,0.2057,69,
273,01,276,,4,2016,"ПАТ ""КЛАСИКБАНК""",,57015.42988,0,0,371.09059,74.30871,437275.74329,131350.86262,0,0,3916.95329,3916.95329,306704,0.0008,70,
274,01,286,,4,2016,"ПАТ ""АБ ""РАДАБАНК""",,149251.10017,194743.0142,159.05929,143488.0277,283.12919,1956.42098,0,76.28186,61.02549,32883.12844,28302.13108,306500,1.4871,71,
275,01,288,,4,2016,"АБ ""КЛІРИНГОВИЙ ДІМ""",,743698.20136,1664597.35327,2045.82972,161914.14914,883.36834,1138074.68668,109355.52249,364304.48711,158071.73609,566051.16971,487329.95333,300647,-0.37,72,
276,01,290,,4,2016,"""ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК""",,355708.14176,320231.75507,518.99716,517698.91212,1006.42105,48453.65635,139.7188,39418.75847,779.01533,12322.93662,12125.00287,300506,0.01,73,
277,01,294,,4,2016,"ПАТ ""ПФБ"" м.Кременчук",,70838.40832,256458.71703,6440.6617,64184.81743,4964.27935,197.58943,27.45271,7.53898,3.09218,20710.00837,17495.26989,331768,5.9701,74,
278,01,303,,4,2016,"АТ ""АРТЕМ-БАНК""",,187947.49053,159233.15764,1.58514,223984.59584,187.08016,83864.55379,0,30372.0529,6068.26385,28494.76875,12620.99004,300885,0,75,
279,01,304,,4,2016,"АТ ""ФОРТУНА-БАНК""",,231055.44008,129206.53524,942.06382,2940539.43805,136048.35598,861.22232,51.4132,26180.19655,3636.93867,277472.29614,216751.5578,300904,-1.9999,76,
280,01,309,,4,2016,"ПАТ ""ФІНЕКСБАНК""",,87724.35138,81803.30305,304.33834,97419.09316,3145.995,0,0,0,0,382.92986,382.92986,380311,1.0415,77,
281,01,311,,4,2016,"ПАТ ""АКБ ""Траст-капітал""",,12934.47634,110529.1891,0.75744,152013.3983,49.21666,46258.98324,1825.28215,270.00887,170.16875,44238.36466,44071.46257,380106,-1.96,78,
282,01,318,,4,2016,"ПАТ КБ ""ЄВРОБАНК""",,26934.02349,288621.04608,-2108.13357,742377.26141,-6224.01875,20902.17211,-1157.54264,5477.83286,-670.56164,90585.70615,-27594.87232,380355,0.03,79,
283,01,320,,4,2016,БАНК ІНВЕСТ. ТА ЗАОЩАДЖЕНЬ,,1071198.46614,872851.41415,1470.72637,5262173.13506,84309.2586,16760.94232,251.82007,0,0,92742.72939,92742.72939,380281,0.233,80,
284,01,326,,4,2016,"ПАТ ""АКБ ""КОНКОРД""",,16257.04809,160533.04029,3550.71835,138925.8662,29325.31561,86821.42045,16386.91937,2830.93152,2830.93152,3283.24076,3283.24076,307350,0.9791,81,
285,01,328,,4,2016,"АТ ""БАНК БОГУСЛАВ""",,44598.37443,82555.21691,83.56639,323028.55765,5938.9578,7559.16593,0,0,0,30886.1484,30278.1284,380322,0.2631,82,
286,01,331,,4,2016,"ПАТ ""КРЕДИТВЕСТ БАНК""",,194362.53644,595828.31084,2403.36301,314029.30669,2801.94571,0,0,0,0,2270.8464,2270.8464,380441,4.8997,83,
287,01,334,,4,2016,"ПАТ ""КРЕДИТ ОПТИМА БАНК""",,38673.95043,37490.83024,0,81778.97312,11374.13455,39517.44182,1508.06081,0,0,12610.48973,9616.93121,380571,0.1429,84,
288,01,377,,4,2016,"АТ ""УКРБУДІНВЕСТБАНК""",,5559.53148,99242.5634,79.68393,63471.52427,2467.95457,0,0,0,0,46008.49714,19841.58536,380377,0.4922,85,
289,01,380,,4,2016,"ПАТ БАНК ""ТРАСТ""",,51.3185,181697.10371,4201.22941,182892.59011,14452.81034,22126.61628,1872.14456,11267.78581,3920.91171,27634.3521,25096.01083,380474,0,86,
290,01,381,,4,2016,"ПАТ ""МОТОР-БАНК""",,109242.87855,150174.56278,131.94616,36760.93505,663.79383,48.92345,3.32862,65540.12546,36439.67083,17651.87978,4148.00665,313009,1.0863,87,
291,01,386,,4,2016,"ПАТ ""КБ ""ГЛОБУС""",,82563.94028,391438.29177,-895.87218,607829.71609,-15669.82344,82582.92186,-3695.28998,36.97228,-36.60293,114058.41848,-112175.92185,380526,0.0214,88,
292,01,387,,4,2016,"ПАТ ""АП БАНК""",,54384.28688,67632.97924,3397.2905,0,0,0,0,0,0,15.44906,15.44906,380548,-81.2237,89,
293,01,389,,4,2016,"ПАТ ""МІБ""",,765828.7288,342950.97228,71.30719,1577985.42761,23401.97802,886205.606,124618.70346,69635.90368,61507.07029,48012.08434,47930.45006,380582,0.5697,90,
294,01,392,,4,2016,"ПуАТ ""КБ ""АКОРДБАНК""",,169818.97561,38574.79047,189.10718,57676.60748,377.82474,258078.44024,1377.37582,1639.74227,4.46936,39044.53786,2156.37144,380634,0.12,91,
295,01,394,,4,2016,"ПАТ ""БАНК 3/4""",,3908.07811,129968.81958,75.8125,354211.74089,7648.24053,14027.65479,0,0,0,1981.12195,1981.12195,380645,0.6115,92,
296,01,395,,4,2016,"ПАТ ""ЄВРОПРОМБАНК""",,272784.8471,386404.07395,0,3.67375,0.54528,1125708.42479,155232.52274,122.07059,99.72534,2466.63936,2466.63936,377090,0.1362,93,
297,01,402,,4,2016,"ПАТ ""ВЕРНУМ БАНК""",,60346.13585,170917.70784,611.07531,145863.23871,215.97671,0.37504,0.15001,0.0461,0.03688,53950.08059,50700.59682,380689,-10.097,94,
298,01,406,,4,2016,"ПАТ ""АПЕКС-БАНК""",,236123.27015,157704.84317,35.33985,274979.44155,16946.91966,78087.51658,39043.75827,27624.60053,13670.43932,65710.05755,47898.19187,380720,-10.9018,95,
299,01,430,,4,2016,"ПАТ КБ ""Центр""",,14836.59237,81806.97687,294.84698,48291.91479,807.14069,8805.17329,2.38297,0,0,19417.81467,14244.90086,380742,-0.6141,96,
300,01,433,,4,2016,"ПУАТ ""СМАРТБАНК""",,114760.73523,317421.26871,7186.11927,61350.25933,12151.85642,0,0,0,0,0,0,380786,0.5488,97,
301,01,460,,4,2016,"ПАТ ""БАНК СІЧ""",,238098.72323,184059.69548,17.53783,386418.10226,101.04488,59765.51268,0,0,0,6434.47447,5759.27813,380816,0.2798,98,
302,01,463,,4,2016,"ПАТ ""ДІВІ БАНК""",,420.74518,205309.22281,2693.65537,182074.6171,8693.31937,0,0,4.24201,3.39361,140899.91332,140899.91332,380827,-21.54,99,
303,01,510,,4,2016,"ПАТ ""КБ""ФІНАНСОВИЙ ПАРТНЕР""",,19563.31209,29456.39145,8.276,6987.11345,739.39845,2553.10461,511.89041,0,0,12707.37203,12707.37203,380872,2.2809,100,
304,01,512,,4,2016,"ПАТ ""АЛЬПАРІ БАНК""",,29322.86822,11694.99129,0,0,0,29322.86822,0,0,0,0,0,380894,1.0261,101,
305,01,533,,4,2016,"ПАТ ""БАНК МИХАЙЛІВСЬКИЙ""",,303821.62722,1822828.5425,34553.45364,1153121.66235,9451.70971,129436.29869,9280.16476,6622.96683,5551.4128,35859.54396,35859.54396,380935,2.0324,102,
306,01,553,,4,2016,"ПАТ ""БАНК АВАНГАРД""",,0,109582.95279,4646.03441,226844.02527,45403.74604,8788.44523,1675.99617,0,0,0,0,380946,5.54,103,
307,01,573,,4,2016,"ПАТ""ІНВЕСТИЦІЙНО-ТРАСТ.БАНК",,0,29065.67034,0,84276.88309,152.03401,0,0,0,0,0,0,380957,0.1464,104,
308,01,634,,4,2016,"ПАТ ""БАНК ""ПОРТАЛ""",,81942.06399,90243.85248,363.43156,51553.28161,4280.34094,1757.02442,766.41405,876.32915,738.26532,3585.42796,3585.42796,339016,7.9876,105,
309,01,654,,4,2016,"ПАТ ""КБ ""ГЕФЕСТ""",,24323.60322,42573.60162,1277.20805,87356.64391,11947.74294,0,0,0,0,0,0,377120,0.2154,106,
310,01,674,,4,2016,"ПАТ ""ВЕКТОР БАНК""",,245.04224,166494.26184,2524.42667,350.67051,61.33448,0,0,0,0,0,0,339038,0.8947000000000002,107,
311,01,694,,4,2016,"ПАТ ""КРИСТАЛБАНК""",,70870.36629,7216.15503,105.12202,135613.1149,1410.20855,4453.46585,264.06674,136.19445,47.83023,10529.01097,7387.15251,339050,8.59,108,
312,01,774,,4,2016,"ПАТ""ПЕРЕХІДН.БАНК""РВС БАНК""",,20635.31985,153.71146,0,92012.75272,922.55054,0,0,27760.35195,27482.74859,7993.14238,7993.14238,339072,82.98,109,
313,01,317,,4,2016,"ПАТ КБ""ФІНАНСОВА ІНІЦІАТИВА",,12916117.30522,254519.80159,1627.04853,8362364.41054,1213334.80279,8408400.91303,4078295.47445,1215185.34227,1191377.35813,272574.24208,228659.29069,380054,-30.5179,110,
314,01, 66,,4,2016,"АТ ""РОДОВІД БАНК""",,1736576.95817,94570.2,0,4102.48275,198.91031,408.78966,68.25181,1927.30348,1382.90544,6746066.46521,6684796.17402,321712,0,111,
315,01,202,,4,2016,"ПАТ ""КБ ""ХРЕЩАТИК""",,1186716.47253,650971.52977,738.59082,1620222.70831,855.60269,1209264.70549,112.26681,723187.69213,99756.68264,1215130.16867,456802.13464,300670,0,112,
316,01,513,,4,2016,"ПАТ ""БАНК ""ЮНІСОН""",,263978.52459,313674.02759,1803.35256,441067.31882,34781.73941,17430.40068,2354.60336,552.58238,391.07739,13353.36104,9815.06481,380902,0.1279,113,
317,07,  2,,4,2016,,"АТ ""Укрексімбанк""",64309228.60977,30392202.3949,56033.69729,30434440.45861,299522.84208,12577499.78302,2056650.18455,6674800.41003,1073479.63342,45170032.0458,41170281.17585,322313,-1.45,,1
318,07,  6,,4,2016,,"АТ ""ОЩАДБАНК""",42151521.29368,6976895.32631,45067.83091,40146727.58619,4803030.3176,18531390.8437,2958403.75666,18400755.52232,5302378.68794,43735193.73728,34534538.35568,300465,0.29,,2
319,07,274,,4,2016,,"АБ ""УКРГАЗБАНК""",7530665.60263,13887940.78074,26976.88814,5928475.19674,125201.66703,1282205.48359,6892.64307,534452.06245,393912.00758,6947026.56353,6801139.88875,320478,0.38,,3
320,07,313,,4,2016,,Укр.банк реконстр.та розв.,,,,,,,,,,,,380883,-1.957,,4
321,07,593,,4,2016,,"ПАТ ""РОЗРАХУНКОВИЙ ЦЕНТР""",,,,,,,,,,5002.73973,5002.73973,344443,0.5879,,5
322,07,  3,,4,2016,,"ПАТ ""Промінвестбанк""",29018105.81612,1887507.3192,7957.70755,25528509.00565,1785208.3549,1240734.91565,93500.39028,636508.26715,150969.1888,25798921.82553,20866059.34921,300012,-15.16,,6
323,07,  5,,4,2016,,"ПАТ ""УКРСОЦБАНК""",18459033.38384,14331702.8732,146392.58547,10010438.67697,172161.53191,10811481.36399,5298457.81672,473197.96991,82250.1767,29337395.73214,22060990.32278,300023,-2.22,,7
324,07, 36,,4,2016,,"АТ ""Райффайзен Банк Аваль""",17135738.33299,26450229.531,161059.8745,10594296.22151,374199.81018,3968716.38173,588856.32518,2776956.4879,929278.15539,25717869.83592,24819894.02416,300335,1.38,,8
325,07, 42,,4,2016,,"ПАТ ""ВТБ БАНК""",15527324.33819,2203204.90452,9712.864,3133786.9869,246330.38835,2377486.68046,47168.40978,13942453.37436,4983617.3582,18323497.04329,16037387.20114,321767,-41.0512,,9
326,07, 43,,4,2016,,"ПАТ ""НЕОС БАНК""",187.597,1140.1818,0,257.78087,36.9219,0,0,0,0,17227.80988,13593.77067,320940,-3.1987,,10
327,07, 88,,4,2016,,"ПАТ ""КРЕДОБАНК""",2277561.3165,4027966.64341,37383.55665,1880637.74811,191392.44316,51534.72191,4195.26457,37869.77722,8732.59508,615213.88111,480693.96753,325365,3.0992,,11
328,07, 97,,4,2016,,"ПАТ ""ВіЕс Банк""",455231.25859,618827.13643,14542.05687,890225.0908,41169.20012,104414.73108,10827.53655,134173.82861,81971.49648,1291289.95978,1192734.12368,325213,2.6,,12
329,07,105,,4,2016,,"ПАТ ""МАРФІН БАНК""",330341.1682,490984.80416,0,519748.37012,12402.56876,496003.87574,114877.33967,1079.20647,353.69772,603811.41113,342190.27008,328168,0.78,,13
330,07,136,,4,2016,,"АТ ""УкрСиббанк""",5378026.73918,22992930.20548,37372.08728,11041549.87127,307388.24219,153308.91906,9531.17783,1044557.6442,303239.93391,7252240.35504,4681530.58502,351005,-4.54,,14
331,07,142,,4,2016,,"ПАТ ""Ідея Банк""",94391.83445,1626792.15608,70174.23863,720747.98385,34661.97469,93378.70055,27874.91515,59341.67289,35476.71208,193734.01561,136671.42048,336310,0.82,,15
332,07,153,,4,2016,,"ПАТКБ ""ПРАВЕКС-БАНК""",510200.36753,1551889.46325,3482.06129,921375.55333,34057.59902,22617.4891,3529.74151,14191.45065,4780.66803,2481073.6261,2331629.21403,380838,-2.17,,16
333,07,171,,4,2016,,"ПАТ ""КРЕДІ АГРІКОЛЬ БАНК""",9055460.65445,27486369.4469,59660.00475,4428548.64955,122808.41157,185218.71823,4497.37184,326417.26306,130539.2013,4589871.01874,4052194.77068,300614,2.36,,17
334,07,242,,4,2016,,"ПАТ ""УНІВЕРСАЛ БАНК""",638314.94638,645637.76694,3034.41865,1850454.57587,26604.48714,642325.47399,86319.14326,333608.2646,166259.62206,2202227.70746,1555377.90491,322001,1.0381,,18
335,07,251,,4,2016,,"АТ ""ПІРЕУС БАНК МКБ""",1193950.62558,323417.8832,383.20394,525514.42142,849.06943,199945.15314,212.26195,566.19283,48.73793,1749047.49103,1697175.39975,300658,0.3095,,19
336,07,272,,4,2016,,"ПАТ ""АЛЬФА-БАНК""",11609706.42359,20739784.61465,174322.73011,8315709.49321,611740.89727,11853498.66432,2258717.6886,5793895.70345,994112.17124,9486461.33327,4010271.87258,300346,6.1142,,20
337,07,295,,4,2016,,"ПАТ ""ІНГ Банк Україна""",7452859.48767,4646558.19935,3422.49905,4651591.08488,21584.57437,832775.58144,5330.92796,1082.66607,913.98234,7725954.24756,1616013.88231,300539,5.4032,,21
338,07,296,,4,2016,,"АТ ""ОТП БАНК""",6251464.21492,10763067.81248,133546.71569,13422341.8977,2658159.95791,433590.06786,113207.82488,1513848.57186,911739.52814,8396965.74527,7197618.78186,300528,4.2523,,22
339,07,297,,4,2016,,"ПАТ ""СІТІБАНК""",1669167.61672,21707215.71912,6075.27879,,,4907773.38759,95397.33904,31228.97975,9056.40413,,,300584,8.92,,23
340,07,298,,4,2016,,"АТ ""ПРОКРЕДИТ БАНК""",4844989.97397,4772677.65118,16874.75265,2863976.49175,83638.37325,481731.95108,28115.79423,69391.88926,19035.19267,336750.20285,218437.88814,320984,2.8557,,24
341,07,299,,4,2016,,"ПАТ ""СБЕРБАНК""",29472875.15716,5327884.00312,41726.08507,28297502.87858,1559787.64453,2990869.32707,870184.3793,6294318.7921,2509261.78618,19757661.67045,13833188.88653,320627,0,,25
342,07,321,,4,2016,,"АТ ""БМ БАНК""",458371.50316,214437.90999,309.96708,399430.30998,11675.85385,1652116.27777,209432.55843,127799.60604,32141.66395,447561.19518,354279.56478,380913,-24.3156,,26
343,07,325,,4,2016,,"ПАТ ""БАНК ФОРВАРД""",0,2108789.14546,22922.04844,116916.60217,12444.90888,32616.01259,13203.42618,19791.35195,15881.08972,203501.48605,203501.48605,380418,-2.1271,,27
344,07,329,,4,2016,,"ПАТ ""КРЕДИТ ЄВРОПА БАНК""",633820.29815,2575053.61,50.76483,551855.84064,30795.86344,904382.7138,52947.11854,819.65017,797.4853,247340.76159,247340.76158,380366,-0.3179,,28
345,07,407,,4,2016,,"ПАТ ""Дойче Банк ДБУ""",138709.81813,2772878.78256,1365.19424,134425.50153,10205.40767,,,,,,,380731,5.8797,,29
346,07,455,,4,2016,,"ПАТ""СЕБ КОРПОРАТИВНИЙ БАНК""",262044.40147,2609092.69586,,770288.54561,20.2966,,,,,,,380797,5.4281,,30
347,07, 46,,4,2016,,"ПАТ КБ ""ПРИВАТБАНК""",4452391.01384,103101031.64696,382172.03129,16619664.09572,621091.0923,131402310.99279,5492497.61495,6326090.30089,1625004.12217,25071718.4019,20178907.27949,305299,0.39,,31
348,07,106,,4,2016,,"Акціонерний банк""Південний""",4567702.07646,7285022.31737,2451.11837,11089986.46499,77191.09109,526729.8096,97692.05311,512283.75432,400278.87855,948638.62043,758774.09833,328209,0.3162,,32
349,07,115,,4,2016,,"ПАT ""ПУМБ""",14219989.22084,8026721.9702,144027.06549,20195488.44234,592484.44512,2886954.61655,162845.16344,980235.3039,286654.43292,10121821.01415,9653777.30849,334851,-0.2323,,33
350,07,126,,4,2016,,"ПАТ ""МЕГАБАНК"", Харків",4208481.74362,1719829.41814,8285.48251,6171570.70307,27272.56114,835481.25011,34260.29557,422403.14115,93232.11482,380068.28326,349064.43176,351629,0.27,,34
351,07,232,,4,2016,,"ПАТ ""ДІАМАНТБАНК""",1076396.99495,959722.92281,948.50962,2746585.76246,70669.08352,639496.37698,200647.66408,284509.76711,66160.84663,488966.20096,252534.88104,320854,-13.5096,,35
352,07,270,,4,2016,,"ПАТ ""БАНК КРЕДИТ ДНІПРО""",2748273.03056,2567496.32539,3799.70705,1076186.54771,62951.53271,964843.49469,56032.81097,2345.26679,2253.36321,3626599.00947,1708423.11401,305749,-7.43,,36
353,07,305,,4,2016,,"ПАТ ""БАНК ВОСТОК""",1339684.60158,2484457.42909,397.59222,2921578.81062,6912.34287,68839.87111,25726.35752,159495.30398,45863.26875,246049.44583,67414.17848,307123,1.28,,37
354,07,316,,4,2016,,"ПАТ ""ПтБ""",420511.7501,2489733.2191,-129064.4439,3909408.69993,-199708.48045,121374.50886,-41529.01467,130607.82006,-86067.73058,649280.7769,-483930.65937,380388,-3.6637,,38
355,07, 29,,4,2016,,"ПАТ ""БАНК АЛЬЯНС""",32672.53166,70717.10309,0.59665,1945.92928,179.81169,29751.65517,14746.92839,7.99814,7.91816,2839.06221,2839.06221,300119,8.4442,,39
356,07, 48,,4,2016,,"АКБ ""НОВИЙ""",125247.54202,187345.83343,1142.49416,249426.59015,1483.38975,185963.04894,21850.86116,72.47322,0,13562.29204,13452.52885,305062,-0.0073,,40
357,07, 49,,4,2016,,Полікомбанк,157163.62296,110625.59185,14.32825,149824.27288,161.61968,89608.60788,2003.2733,0,0,40119.16341,20396.27569,353100,0.0467,,41
358,07, 62,,4,2016,,"АТ ""ТАСКОМБАНК""",2031536.04065,3692752.70497,7230.192,3274313.23357,62546.1875,87997.66306,635.84553,204930.57926,114221.4925,185887.69657,156119.68503,339500,0.03,,42
359,07, 72,,4,2016,,"ПАТ ""БАНК ФАМІЛЬНИЙ""",,70.91616,6.88395,27350.39723,24.94338,2539.81911,,,,72523.24337,72149.83798,334840,0,,43
360,07, 91,,4,2016,,"ПАТ АКБ ""Львів""",740430.04583,511436.40265,440.63321,365724.19291,1583.92589,76719.47006,3370.12259,117950.91709,12586.55028,99014.23251,66589.32084,325268,1.4281,,44
361,07, 95,,4,2016,,"ПАТ ""ОКСІ БАНК""",177066.27913,198178.50037,127.87547,211819.36422,2868.26159,60477.67595,1136.50389,17116.66366,664.19845,25925.34607,11993.77917,325990,0.1031,,45
362,07, 96,,4,2016,,"ПАТ ""А - БАНК""",238631.29454,4254350.08185,24329.32346,582834.11397,57542.55289,264093.87817,44164.10216,47381.0804,36087.09743,355686.96374,353848.54484,307770,6.47,,46
363,07,101,,4,2016,,"АКБ ""ІНДУСТРІАЛБАНК""",321286.76454,242371.81591,71.3984,1758655.03103,96825.78119,153690.89025,37979.83081,75900.13058,37908.15808,67282.64748,59683.95714,313849,-3.6384,,47
364,07,109,,4,2016,,"ПАТ ""КБ ""Інвестбанк""",48210.64359,80566.30823,189.72567,274934.83717,2528.01908,7821.79092,103.57639,46.87162,23.90451,9681.38173,9681.38173,328210,0.461,,48
365,07,113,,4,2016,,"ПАТ ""Полтава-банк""",399575.28299,279642.01361,640.33285,222219.22494,3928.87777,142356.72461,27205.65484,18206.11595,2508.13729,53441.76166,52170.22246,331489,2.7522,,49
