, Інший додатковий капітал, Емісійні різниці, Резерви переоцінки, Статутний капітал, Усього власного капіталу,MONTH,NKB,NKB_Банки з державною часткою,NRB_Банки з державною часткою,QUARTER,YEAR,Інший додатковий капітал,Банк,Банк   ,Емісійні різниці,Емісійні різниці ,МФО,Назва банку,Незареєстрований статутний капітал,Незареєстровані внески до статутного капіталу,Нерозподілений прибуток (непокритий збиток),Резерви переоцінки,Резервні та інші фонди банку,Статутний капітал,Статутний капітал* ,Статутний капітал ,Статутний капітал *,Усього власного капіталу,Усього власного капіталу ,Усього зобов'язань та власного капіталу,№ з/гр,№ з/п,№ п/п,№п/п
0,,,,,,10,46,,,3,2015,,,,,22873.4686,305299,ПРИВАТБАНК,,0,978425.927899994,1571266.78767,1448005.75101,,21256468.8,,,,25277040.73518,241809360.108,1,1,,
1,,,,,,10,6,,,3,2015,,,,,0,300465,ОЩАДБАНК,,0,-14324432.71196,1122257.61573,269992.33954,,29901320,,,,16969137.24331,156596305.69497,2,2,,
2,,,,,,10,2,,,3,2015,,,,,0,322313,УКРЕКСІМБАНК,,0,-17602481.24489,2262634.78459,162926.09859,,21689041.7512,,,,6512121.38949,140192251.2236,3,3,,
3,,,,,,10,3,,,3,2015,,,,,5300,300012,ПРОМІНВЕСТБАНК,,0,-14717905.82826,1967808.32191,0,,19008692.32,,,,6263894.81365,55885485.15285,4,4,,
4,,,,,,10,299,,,3,2015,,,,,270558,320627,СБЕРБАНК РОСІЇ,,0,-2510430.81891,166726.91458,799293.17511,,3392460.5,,,,2118607.77078,53748100.81324,5,5,,
5,,,,,,10,36,,,3,2015,,,,,3033306.41984,300335,РАЙФФАЙЗЕН БАНК АВАЛЬ,,0,-3342112.39401,832271.92185,316915.6489,,3002774.908,,,,3843156.50458,52638746.4251,6,6,,
6,,,,,,10,5,,,3,2015,,,,,7027517.86115,300023,УКРСОЦБАНК,,0,-11121287.42375,2248172.82821,2332221.11485,,7739534.2045,,,,8226158.58496,43079587.12992,7,7,,
7,,,,,,10,272,,,3,2015,,,,,6.46353,300346,АЛЬФА-БАНК,,0,-3292425.19852,318802.05758,294047.61085,,4639120.959,,,,1959551.89244,41903836.20938,8,8,,
8,,,,,,10,136,,,3,2015,,,,,811259.8416,351005,УКРСИББАНК,,0,-781356.86643,6823.46998,57985.49141,,1774333.04,,,,1869044.97656,38084273.95054,9,9,,
9,,,,,,10,115,,,3,2015,,,,,101659.63403,334851,ПЕРШИЙ УКР.МІЖНАРОДНИЙ БАНК,,0,-804984.981980002,760658.16836,688968.35032,,3294492.4,,,,4040793.57073,35865287.86552,10,10,,
10,,,,,,10,274,,,3,2015,,,,,135941.77628,320478,УКРГАЗБАНК ,,0,-9275519.0474,211490.69566,226154.88168,,13318560.695,,,,4616629.00122,34044279.86926,11,11,,
11,,,,,,10,42,,,3,2015,,,,,1.1984,321767,ВТБ БАНК,,14500000,-22860489.2851,80059.69852,0,,10815784.405,,,,2535356.01682,25278526.59024,12,12,,
12,,,,,,10,296,,,3,2015,,,,,393453.08577,300528,ОТП БАНК,,0,-3275226.62514,-3571.53599,512356.06457,,3668186.13534,,,,1295197.12455,23055492.97021,13,13,,
13,,,,,,10,171,,,3,2015,,,,,0,300614,КРЕДІ АГРІКОЛЬ БАНК,,0,-31707.11069,0,289569.97402,,1222928.76,,,,1480791.62333,21882097.92456,1,14,,
14,,,,,,10,106,,,3,2015,,,,,335564.02,328209,"""ПІВДЕННИЙ""",,0,232691.54219,229831.38599,135762.09489,,956894,,,,1890743.04307,17345813.34441,2,15,,
15,,,,,,10,295,,,3,2015,,,,,0,300539,IHГ БАНК УКРАЇНА,,0,445681.99035,0,924731.84266,,731298.045,,,,2101711.87801,14055911.68712,3,16,,
16,,,,,,10,297,,,3,2015,,,,,253090.78194,300584,СІТІБАНК ,,0,1550417.14464,-2505.64584,206370.59537,,66500,,,,2073872.87611,12464149.06814,4,17,,
17,,,,,,10,202,,,3,2015,,,,,0,300670,"""ХРЕЩАТИК""",,0,-508695.93405,78923.76426,52055.40444,,1028828.944,,,,651112.17865,10089581.92651,5,18,,
18,,,,,,10,126,,,3,2015,,,,,138.44,351629,МЕГАБАНК,,0,13072.0236900001,49107.76119,134588.93175,,620000,,,,816907.15663,8507812.96005,6,19,,
19,,,,,,10,66,,,3,2015,,,,,535523.976,321712,РОДОВІД БАНК,,0,-10348555.76133,80834.23846,573038.31859,,12359298.9996,,,,3200139.77132,8432505.32851,7,20,,
20,,,,,,10,88,,,3,2015,,,,,38.05317,325365,КРЕДOБАНК,,330000,-1466277.14639,160313.76071,40175.66687,,1918969.46916,,,,983219.80352,8146011.59779,8,21,,
21,,,,,,10,22,,,3,2015,,,,,1390001.86726,300175,ФІДОБАНК,,291644.715,-2739005.35461,38855.87069,9725.77688,,2316188.819,,,,1307411.69422,7615797.16298,9,22,,
22,,,,,,10,270,,,3,2015,,,,,0,305749,БАНК КРЕДИТ ДНІПРО,,0,-560014.99582,96439.45797,59768.8272,,835000,,,,431193.28935,7413290.37381,10,23,,
23,,,,,,10,316,,,3,2015,,,,,0,380388,ПЛАТИНУМ БАНК,,317502.518,-448106.53841,6152.03021,37124.81256,,499779.101,,,,412451.92336,6947225.80555,11,24,,
24,,,,,,10,242,,,3,2015,,,,,1375440.30841,322001,УНІВЕРСАЛ БАНК,,0,-2058576.95253,860.93636,0,,1175671.97,,,,493396.26224,6484065.10349,12,25,,
25,,,,,,10,232,,,3,2015,,,,,0,320854,ДІАМАНТБАНК,,0,728.823290000204,0,77519.86282,,210000,,,,288248.68611,6067722.09059,13,26,,
26,,,,,,10,18,,,3,2015,,,,,11.77563,300142,УКРІНБАНК,,115000,3849.54639999988,199873.64147,55886.30218,,505000,,,,879621.26568,5831990.2624,14,27,,
27,,,,,,10,298,,,3,2015,,,,,777.80336,320984,ПРОКРЕДИТ БАНК,,120931.10844,83040.91635,0,113021.41781,,298333.22448,,,,616104.47044,6791252.39938,1,28,,
28,,,,,,10,305,,,3,2015,,,,,0,307123,БАНК ВОСТОК,,0,113786.21076,54.4798,5447.00271,,307350,,,,426637.69327,6624307.7251,2,29,,
29,,,,,,10,320,,,3,2015,,,,,0,380281,БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,,0,1900.63923,0,34633.42971,,500000,,,,536534.06894,5252631.89517,3,30,,
30,,,,,,10,389,,,3,2015,,,,,0,380582,МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК,,0,16170.38676,0,2533.66897,,136306.5,,,,155010.55573,4740981.38992,4,31,,
31,,,,,,10,153,,,3,2015,,,,,2130077.9585,380838,ПРАВЕКС-БАНК,,754189.5,-2910911.59856,271810.20794,1332.10769,,954970,,,,1201468.17557,4341266.90516,5,32,,
32,,,,,,10,62,,,3,2015,,,,,11,339500,ТАСКОМБАНК,,8800,16141.5139,17588.18755,5359.02522,,299200,,,,347099.72667,3519592.57669,6,33,,
33,,,,,,10,403,,,3,2015,,,,,0,380708,АВАНТ-БАНК,,0,881.19021000003,-8722.05581,1169.42189,,321398.4,,,,314726.95629,3273894.15449,7,34,,
34,,,,,,10,288,,,3,2015,,,,,0,300647,"""КЛІРИНГОВИЙ ДІМ""",,0,109030.20081,49882.48004,25030.4928,,439692.5,,,,623635.67365,3272844.46644,8,35,,
35,,,,,,10,251,,,3,2015,,,,,0,300658,ПІРЕУС БАНК МКБ,,0,-1727428.10892,15581.41702,50284.77957,,2077274.22,,,,415712.30767,3176302.33679,9,36,,
36,,,,,,10,97,,,3,2015,,,,,42000,325213,ВІЕС БАНК,,0,140440.49631,52568.14956,35403.42364,,420000,,,,690412.06951,3144477.36163,10,37,,
37,,,,,,10,304,,,3,2015,,,,,0,300904,ФОРТУНА-БАНК,,100000,-100083.12112,158742.99955,54441.06511,,265000,,,,478100.94354,3132847.06489,11,38,,
38,,,,,,10,321,,,3,2015,,,,,0,380913,БМ БАНК,,0,-816233.60575,-2.71102,138700.09528,,1631397.35,,,,953861.12851,3131812.98343,12,39,,
39,,,,,,10,191,,,3,2015,,,,,13.40704,322335,"""АРКАДА""",,0,80474.27995,9314.03811,54042.55537,,220445.042,,,,364289.32247,2987891.43262,13,40,,
40,,,,,,10,101,,,3,2015,,,,,8021.50405,313849,IНДУСТРІАЛБАНК,,0,42094.23655,8969.31549,175968.07093,,607798.0545,,,,842851.18152,2892013.15231,14,41,,
41,,,,,,10,105,,,3,2015,,,,,80211.7403,328168,МАРФІН БАНК ,,0,-241986.75698,38502.70308,82381.68166,,435000.05,,,,394109.41806,2841485.0959,15,42,,
42,,,,,,10,129,,,3,2015,,,,,3.275,321723,БТА БАНК  ,,0,62053.58837,19907.40565,36884.48544,,1500000,,,,1618848.75446,2834152.8278,16,43,,
43,,,,,,10,96,,,3,2015,,,,,40.51219,307770,АКЦЕНТ-БАНК,,0,53136.7456999999,13633.17998,41583.94355,,125560,,,,233954.38142,2806175.53095,17,44,,
44,,,,,,10,142,,,3,2015,,,,,52502.75306,336310,ІДЕЯ БАНК,,99999.998,-145246.08797,28146.27677,76067.11657,,186181.159,,,,297651.21543,2661980.02147,18,45,,
45,,,,,,10,325,,,3,2015,,,,,0,380418,БАНК ФОРВАРД,,0,8988.92112,0,2756.35475,,283000,,,,294745.27587,1957933.25032,19,46,,
46,,,,,,10,329,,,3,2015,,,,,0,380366,КРЕДИТ ЄВРОПА БАНК ,,0,214817.89704,-3004.11017,12248.0005,,252500,,,,476561.78737,1856577.0165,20,47,,
47,,,,,,10,385,,,3,2015,,,,,0,380515,"""СОЮЗ""",,0,1205.90203,-113.3892,12119.3222,,336000,,,,349211.83503,1137558.26753,21,48,,
48,,,,,,10,463,,,3,2015,,,,,0,380827,ДІВІ БАНК,,0,174929.23978,0,1665.11661,,590000,,,,766594.35639,979527.01278,22,49,,
49,,,,,,10,122,,,3,2015,,,,,43.584,328685,ФІНБАНК,,0,-21128.0604399999,0.019,13780.17349,,185050,,,,177745.71605,719221.76564,23,50,,
50,,,,,,10,533,,,3,2015,,,,,0,380935,БАНК МИХАЙЛІВСЬКИЙ,,0,39107.394,0,363.78564,,500000,,,,539471.17964,2624626.08829,1,51,,
51,,,,,,10,260,,,3,2015,,,,,5.4308,322830,"""ТК КРЕДИТ""",,0,4044.12087000001,-244.68026,20757.80896,,151828.75,,,,176391.43037,1947457.36386,2,52,,
52,,,,,,10,206,,,3,2015,,,,,1056.3,328760,МІСТО БАНК,,0,-109996.94638,63734.8611,49909.01503,,299980,,,,304683.22975,1921053.2269,3,53,,
53,,,,,,10,48,,,3,2015,,,,,0,305062,"""НОВИЙ""",,0,-65502.9793,2377.25999,0,,150000,,,,86874.28069,1828505.04655,4,54,,
54,,,,,,10,262,,,3,2015,,,,,0,322959,ЕКСПРЕС-БАНК,,0,80267.97208,47877.68695,83379.50353,,248767.757,,,,460292.91956,1826399.1316,5,55,,
55,,,,,,10,379,,,3,2015,,,,,0,339555,"""ПРЕМIУМ""",,0,-182.47622,0,8115.12213,,260000,,,,267932.64591,1753782.48442,6,56,,
56,,,,,,10,318,,,3,2015,,,,,0,380355,ЄВРОБАНК,,0,2571.09034,2771.43429,131.69702,,126670,,,,132144.22165,1633884.1012,7,57,,
57,,,,,,10,306,,,3,2015,,,,,0,335902,УНIКОМБАНК,,0,136201.72215,0,4047.42607,,460564.375,,,,600813.52322,1623475.58199,8,58,,
58,,,,,,10,407,,,3,2015,,,,,0,380731,ДОЙЧЕ БАНК ДБУ,,0,117153.45502,0,7248.30039,,228666.102,,,,353067.85741,1560471.96821,9,59,,
59,,,,,,10,113,,,3,2015,,,,,60.31201,331489,ПОЛТАВА - БАНК,,0,21942.02734,227163.16955,84838.08728,,119850,,,,453853.59618,1506125.03307,10,60,,
60,,,,,,10,231,,,3,2015,,,,,4160.86042,322539,ЮНЕКС БАНК,,0,-47063.9037,32883.9149,1376.58243,,292000,,,,283357.45405,1374168.81867,11,61,,
61,,,,,,10,91,,,3,2015,,,,,230.31264,325268,"""ЛЬВІВ""",,15000,-157703.72575,38136.6035,9936.31654,,252905.338,,,,158504.84493,1315463.51651,12,62,,
62,,,,,,10,386,,,3,2015,,,,,0,380526,"""ГЛОБУС""",,0,17962.31282,0,60000,,160000,,,,237962.31282,1303064.94956,13,63,,
63,,,,,,10,290,,,3,2015,,,,,17924.436,300506,ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК,,0,-28975.0472,-99.18454,4668.20665,,230000,,,,223518.41091,1169961.53,14,64,,
64,,,,,,10,455,,,3,2015,,,,,0,380797,СЕБ КОРПОРАТИВНИЙ БАНК,,0,110159.12557,0,2840.29382,,250000,,,,362999.41939,1149071.35073,15,65,,
65,,,,,,10,143,,,3,2015,,,,,0,312248,КОМІНВЕСТБАНК,,0,2292.67660999999,3462.61081,11565.24567,,125000,,,,142320.53309,1141304.06657,16,66,,
66,,,,,,10,123,,,3,2015,,,,,0,351607,БАНК ГРАНТ,,0,2554.22899,33306.82558,20361.83313,,170000,,,,226222.8877,1092807.30662,17,67,,
67,,,,,,10,395,,,3,2015,,,,,0,377090,ЄВРОПРОМБАНК,,0,57126.47912,0,9562.14804,,120000,,,,186688.62716,1052167.49787,18,68,,
68,,,,,,10,283,,,3,2015,,,,,124.44962,300120,БАНК ПЕТРОКОММЕРЦ-УКРАЇНА,,0,-26814.14365,8183.64489,45692.96632,,319474.505,,,,346661.42218,951847.5516,19,69,,
69,,,,,,10,47,,,3,2015,,,,,7000,305987,ЮНІОН СТАНДАРД БАНК,,0,-5695.40093999996,0,27209.18793,,247526.31,,,,276040.09699,903525.44304,20,70,,
70,,,,,,10,513,,,3,2015,,,,,0,380902,БАНК ЮНІСОН,,0,10224.69481,-2714.64523,4857.10553,,335145.5,,,,347512.65511,825890.31615,21,71,,
71,,,,,,10,460,,,3,2015,,,,,0,380816,БАНК СІЧ,,0,12826.36555,0,353.72294,,120000,,,,133180.08849,799743.72846,22,72,,
72,,,,,,10,394,,,3,2015,,,,,0,380645,БАНК 3/4,,0,7794.32803999993,20722.30408,71378.12265,,350000,,,,449894.75477,781614.60902,23,73,,
73,,,,,,10,406,,,3,2015,,,,,0,380720,АПЕКС-БАНК,,0,-25105.90899,0,2319.87795,,205000,,,,182213.96896,779305.15012,24,74,,
74,,,,,,10,331,,,3,2015,,,,,2902.36496,380441,КРЕДИТВЕСТ БАНК,,0,24791.9256,0,33878.8025,,103012.884,,,,164585.97706,751690.94832,25,75,,
75,,,,,,10,490,,,3,2015,,,,,0,380861,БАНК СОФІЙСЬКИЙ,,17000,278.15685,0,935.12375,,120000,,,,138213.2806,738756.28868,26,76,,
76,,,,,,10,201,,,3,2015,,,,,0,322465,БАНК КОНТРАКТ,,0,-20323.1944,22808.14711,11201.007,,86000,,,,99685.95971,673427.77189,27,77,,
77,,,,,,10,95,,,3,2015,,,,,0,325990,ОКСІ БАНК,,25000,6665.19852,0,5445.21846,,120000,,,,157110.41698,641546.72185,28,78,,
78,,,,,,10,133,,,3,2015,,,,,27.22845,353489,АСВІО БАНК,,16000.0591,6734.61688,0,20332.8144,,104000,,,,147094.71883,633091.29512,29,79,,
79,,,,,,10,774,,,3,2015,,,,,0,339072,"""РВС БАНК""",,0,251317.69938,0,0,,121522.5,,,,372840.19938,633006.19328,30,80,,
80,,,,,,10,205,,,3,2015,,,,,1611.7943,313582,МЕТАБАНК,,0,8255.56689,6267.06364,7647.52455,,110216.3502,,,,133998.29958,623907.75434,31,81,,
81,,,,,,10,328,,,3,2015,,,,,0,380322,БАНК БОГУСЛАВ,,0,8818.63258,4411.99913,6312.18339,,180000,,,,199542.8151,608670.07653,32,82,,
82,,,,,,10,380,,,3,2015,,,,,0,380474,БАНК ТРАСТ,,0,-1595.26554,12449.95698,1157.97045,,69000,,,,81012.66189,602089.9438,33,83,,
83,,,,,,10,303,,,3,2015,,,,,0,300885,АРТЕМ-БАНК,,0,1282.73952,-1985.08173,11227.63737,,86000,,,,96525.29516,586528.30011,34,84,,
84,,,,,,10,241,,,3,2015,,,,,0.5,322302,АГРОКОМБАНК,,20001,109.20417,18089.508,11834.81861,,102453.5,,,,152488.53078,562281.17872,35,85,,
85,,,,,,10,381,,,3,2015,,,,,0,313009,МОТОР-БАНК,,0,46094.42436,20.46,2888.43889,,120000,,,,169003.32325,526706.27102,36,86,,
86,,,,,,10,146,,,3,2015,,,,,0,320371,БАНК УКРАЇНСЬКИЙ КАПІТАЛ,,3400.002,5270.27197,1495.36122,7940,,80998.22232,,,,99103.85751,506885.63256,37,87,,
87,,,,,,10,309,,,3,2015,,,,,0,380311,ФІНЕКСБАНК,,0,607.83187,0,0,,122474,,,,123081.83187,497451.19243,38,88,,
88,,,,,,10,49,,,3,2015,,,,,0,353100,ПОЛІКОМБАНК,,0,3399.26976,49768.19193,18971.52806,,80300,,,,152438.98975,474591.8235,39,89,,
89,,,,,,10,109,,,3,2015,,,,,0,328210,IНВЕСТБАНК,,0,2959.62378,18533.5997,14136.87471,,88678.4,,,,124308.49819,437981.17512,40,90,,
90,,,,,,10,286,,,3,2015,,,,,0,306500,РАДАБАНК,,11000,6617.55015,-0.003,17769.62855,,120000,,,,155387.1757,432797.93921,41,91,,
91,,,,,,10,237,,,3,2015,,,,,0,380292,КСГ БАНК ,,0,23361.69605,14287.05699,7994.17727,,153000,,,,198642.93031,421337.74611,42,92,,
92,,,,,,10,276,,,3,2015,,,,,0,306704,КЛАСИКБАНК,,0,641.57018,0,5455.68725,,220000,,,,226097.25743,421132.2235,43,93,,
93,,,,,,10,392,,,3,2015,,,,,0,380634,АКОРДБАНК,,2410,6722.95649,0,1624.35408,,96400,,,,107157.31057,408763.36082,44,94,,
94,,,,,,10,402,,,3,2015,,,,,0,380689,ВЕРНУМ БАНК,,0,-42465.155,0.85,8073.26516,,169500,,,,135108.96016,405309.48565,45,95,,
95,,,,,,10,128,,,3,2015,,,,,11.70712,351254,РЕГІОН-БАНК,,0,6452.53701000003,7181.05895,20619.41847,,56481.279,,,,90746.00055,393405.08796,46,96,,
96,,,,,,10,433,,,3,2015,,,,,42075,380786,СМАРТБАНК ,,0,1649.65688000001,0,3556.18334,,257500,,,,304780.84022,392638.95469,47,97,,
97,,,,,,10,694,,,3,2015,,,,,0,339050,КРИСТАЛБАНК,,0,48667.91759,0,0,,120522.5,,,,169190.41759,361772.74191,48,98,,
98,,,,,,10,553,,,3,2015,,,,,0,380946,БАНК АВАНГАРД,,0,19955.45946,-12.1688,770.2601,,136518,,,,157231.55076,360921.94978,49,99,,
99,,,,,,10,294,,,3,2015,,,,,609,331768,ПРОМИСЛОВО-ФІНАНСОВИЙ БАНК,,0,10040.86257,0,14416.58,,120384.2,,,,145450.64257,359930.70245,50,100,,
100,,,,,,10,377,,,3,2015,,,,,0,380377,УКРБУДІНВЕСТБАНК,,0,7136.75177,0,1829.2166,,120004.636,,,,128970.60437,355363.14758,51,101,,
101,,,,,,10,169,,,3,2015,,,,,0,322432,БАНК НАРОДНИЙ КАПІТАЛ,,0,48876.91099,0,6123.47076,,122055.59,,,,177055.97175,349470.7729,52,102,,
102,,,,,,10,326,,,3,2015,,,,,0,307350,"""КОНКОРД""",,0,1408.4035,0,8505.00339,,155000,,,,164913.40689,339713.96514,53,103,,
103,,,,,,10,311,,,3,2015,,,,,0,380106,"""ТРАСТ-КАПІТАЛ""",,0,-11164.1614,6224.67682,23117,,63367.5,,,,81545.01542,321262.19518,54,104,,
104,,,,,,10,255,,,3,2015,,,,,5247,322799,БАНК ВЕЛЕС,,0,45515.36682,3054.83553,9039.20685,,105000,,,,167856.4092,314177.18205,55,105,,
105,,,,,,10,593,,,3,2015,,,,,0,344443,"""РОЗРАХУНКОВИЙ ЦЕНТР""",,0,39566.11767,0,26390.01472,,153100,,,,219056.13239,310686.70235,56,106,,
106,,,,,,10,43,,,3,2015,,,,,40.6982,320940,НЕОС БАНК,,0,-7322.65987999999,977.81941,4457.0847,,126115.848,,,,124268.79043,298546.77691,57,107,,
107,,,,,,10,72,,,3,2015,,,,,0,334840,БАНК ФАМІЛЬНИЙ,,0,-2503.58941,14299.49397,3592.39221,,66600.05496,,,,81988.35173,250255.2443,58,108,,
108,,,,,,10,240,,,3,2015,,,,,0,322540,КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК,,0,16499.79384,5834.47548,3507.79915,,112417.11924,,,,138259.18771,247199.69994,59,109,,
109,,,,,,10,243,,,3,2015,,,,,0,305880,"""ЗЕМЕЛЬНИЙ КАПІТАЛ""",,0,-12941.3948,7454.71405,0,,106220.5,,,,100733.81925,226005.30984,60,110,,
110,,,,,,10,159,,,3,2015,,,,,5764.93,300896,ФІНАНС БАНК,,0,959.118609999998,541.22521,20428.50336,,176000,,,,203693.77718,219210.74101,61,111,,
111,,,,,,10,430,,,3,2015,,,,,0,380742,"""ЦЕНТР""",,0,4258.5499,0,5903.66534,,120000,,,,130162.21524,183653.9001,62,112,,
112,,,,,,10,674,,,3,2015,,,,,0,339038,ВЕКТОР БАНК,,0,1336.50211,0,320.62811,,121000,,,,122657.13022,171477.22192,63,113,,
113,,,,,,10,510,,,3,2015,,,,,0,380872,"""ФІНАНСОВИЙ ПАРТНЕР""",,0,5965.40785,2141.26385,709.72185,,125000,,,,133816.39355,169449.84687,64,114,,
114,,,,,,10,334,,,3,2015,,,,,0,380571,КРЕДИТ ОПТИМА БАНК,,0,1362.76748,0,5681.61028,,63000,,,,70044.37776,164107.31557,65,115,,
115,,,,,,10,387,,,3,2015,,,,,150104.849,380548,АСТРА БАНК,,0,-164295.64072,0,7032.26101,,160000,,,,152841.46929,162898.36789,66,116,,
116,,,,,,10,634,,,3,2015,,,,,0,339016,БАНК ПОРТАЛ,,0,12593.52649,0,58.53685,,125000,,,,137652.06334,159752.48223,67,117,,
117,,,,,,10,512,,,3,2015,,,,,0,380894,АЛЬПАРІ БАНК,,0,4225.116,9961.81445,51.75598,,122000,,,,136238.68643,144544.21861,68,118,,
118,,,,,,10,594,,,3,2015,,,,,0,380968,ДЕРЖЗЕМБАНК,,0,6556.36267,0,0,,120000,,,,126556.36267,137293.37837,69,119,,
119,,,,,,10,573,,,3,2015,,,,,0,380957,ІНВЕСТИЦІЙНО-ТРАСТОВИЙ БАНК,,0,991.55599,0,954.08504,,129000,,,,130945.64103,131105.31053,70,120,,
120,,,,,,10,313,,,3,2015,,,,,0,380883,УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.,,0,-61723.67825,1002.65865,3987.4967,,117999.5,,,,61265.9771,124766.68164,71,121,,
121,,,,,,10,654,,,3,2015,,,,,0,377120,"""ГЕФЕСТ""",,0,2030.39233,0,64.39977,,121000,,,,123094.7921,123305.24423,72,122,,
122,,,,,,10,29,,,3,2015,,,,,0,300119,БАНК АЛЬЯНС,,0,-9930.51996000001,-23101.00048,22790.7732,,64778.9,,,,54538.15276,112223.89854,73,123,,
123,,,,,,10,17,,,3,2015,,,,,0,300131,БАНК ФІНАНСИ ТА КРЕДИТ,,0,-9539008.79611,45655.63009,0,,5388410,,,,-4104943.16602,28009110.91615,1,124,,
124,,,,,,10,317,,,3,2015,,,,,0,380054,"""ФІНАНСОВА ІНІЦІАТИВА""",,0,-5255047.39808,0,60107.54217,,2840000,,,,-2354939.85591,13335777.97107,2,125,,
125,,,,,,10,405,,,3,2015,,,,,0,380719,ВСЕУКРАЇНСЬКИЙ БАНК РОЗВИТКУ,,0,-1251262.96657,0,84035.92996,,567492,,,,-599735.03661,5548504.75504,3,126,,
126,,,,,,10,227,,,3,2015,,,,,0,300498,БАНК HАЦІОНАЛЬНІ ІНВЕСТИЦІЇ,,0,-7012.98122,779.66514,66015.04117,,241000,,,,300781.72509,1832107.60681,4,127,,
127,,,,,,10,57,,,3,2015,,,,,1048.95,334828,"""КАПІТАЛ""",,24243.3,-238175.81322,363.33909,6833.86776,,194078.895,,,,-11607.46137,853259.14588,5,128,,
128,,,,,,10,30,,,3,2015,,,,,14.15,320735,IНТЕГРАЛ - БАНК,,0,-46751.63139,0,33975.36219,,160000,,,,147237.8808,809242.43752,6,129,,
129,,,,,,10,409,,,3,2015,,,,,0,319111,РАДИКАЛ БАНК,,0,-567513.95788,0,2050.58978,,120000,,,,-445463.3681,413092.24007,7,130,,
130,,,,,,01,,,,3,2015,,,,,19708.978,,ПРИВАТБАНК,,1000412.865,882083.427529998,1248304.61381,1445109.19101,,,18100740,,,22696359.07535,204585002.61188,1,1,,
131,,,,,,01,,,,3,2015,,,,,0,,ОЩАДБАНК,,11598840,-8561390.19915,1139235.1478,269992.33954,,,18302480,,,22749157.28819,128103752.05509,2,2,,
132,,,,,,01,,,,3,2015,,,,,0,,УКРЕКСІМБАНК,,4999999.89316,-9644125.40065,1328378.81767,162926.09859,,,16689041.85804,,,13536221.26681,125999826.8016,3,3,,
133,,,,,,01,,,,3,2015,,,,,0,,ДЕЛЬТА БАНК,,0,46277.8136599995,720.34364,975715.47009,,,3727000,,,4749713.62739,60303278.97696,4,4,,
134,,,,,,01,,,,3,2015,,,,,5300,,ПРОМІНВЕСТБАНК,,4415429.37,-8358846.7087,1801652.82374,0,,,8212007.09,,,6075542.57504,52656224.04753,5,5,,
135,,,,,,01,,,,3,2015,,,,,1655072.88773,,УКРСОЦБАНК,,0,-2413481.82569,2196792.5631,2332221.11485,,,2468022.8369,,,6238627.57689,48258326.63439,6,6,,
136,,,,,,01,,,,3,2015,,,,,3033306.41984,,РАЙФФАЙЗЕН БАНК АВАЛЬ,,0,-2321052.52103,2116355.49479,316915.6489,,,3002774.908,,,6148299.9505,46859431.64716,7,7,,
137,,,,,,01,,,,3,2015,,,,,270558,,СБЕРБАНК РОСІЇ,,0,-826470.890699999,270054.00968,797501.37135,,,3392460.5,,,3904102.99033,46740330.52008,8,8,,
138,,,,,,01,,,,3,2015,,,,,6.46353,,АЛЬФА-БАНК,,0,-1660761.03591,237274.90507,294047.61085,,,4639120.959,,,3509688.90254,36693913.72594,9,9,,
139,,,,,,01,,,,3,2015,,,,,1.1984,,ВТБ БАНК,,1200000,-1681711.39956,153600.20391,0,,,5415764.4316,,,5087654.43435,36502261.43761,10,10,,
140,,,,,,01,,,,3,2015,,,,,638909.57829,,"""НАДРА""",,394213.9,-1726863.77294,188567.39286,319.70209,,,3890362.66,,,3385509.4603,35877942.87716,11,11,,
141,,,,,,01,,,,3,2015,,,,,101659.63403,,ПЕРШИЙ УКР.МІЖНАРОДНИЙ БАНК,,0,-74463.8097599996,766605.04043,688968.35032,,,3294492.4,,,4777261.61502,35439323.30544,12,12,,
142,,,,,,01,,,,3,2015,,,,,0,,БАНК ФІНАНСИ ТА КРЕДИТ,,262910,-459516.22891,45656.53051,0,,,2800000,,,2649050.3016,34202970.91897,13,13,,
143,,,,,,01,,,,3,2015,,,,,811259.8416,,УКРСИББАНК,,0,-870000.34665,7009.35701,57985.49141,,,1774333.04,,,1780587.38337,26336775.29873,14,14,,
144,,,,,,01,,,,3,2015,,,,,2754.16982,,ОТП БАНК,,0,-1999096.66963,-9387.3903,512356.06457,,,2868190.52175,,,1374816.69621,21505503.99178,15,15,,
145,,,,,,01,,,,3,2015,,,,,135941.77628,,УКРГАЗБАНК ,,0,-8508455.00288,235307.92054,226151.39745,,,9481560.695,,,1570506.78639,21027911.85659,16,16,,
146,,,,,,01,,,,3,2015,,,,,0,,КРЕДІ АГРІКОЛЬ БАНК,,0,-91110.64824,0,281840.97402,,,1222928.76,,,1413659.08578,21079320.76646,1,17,,
147,,,,,,01,,,,3,2015,,,,,0,,"""ФІНАНСОВА ІНІЦІАТИВА""",,600000,-86394.48586,0,60107.54217,,,2000000,,,2573713.05631,17538522.86144,2,18,,
