, Інший додатковий капітал, Емісійні різниці, Резерви переоцінки, Статутний капітал, Усього власного капіталу,MONTH,NKB,NKB_Банки з державною часткою,NRB_Банки з державною часткою,QUARTER,YEAR,Інший додатковий капітал,Банк,Банк   ,Емісійні різниці,Емісійні різниці ,МФО,Назва банку,Незареєстрований статутний капітал,Незареєстровані внески до статутного капіталу,Нерозподілений прибуток (непокритий збиток),Резерви переоцінки,Резервні та інші фонди банку,Статутний капітал,Статутний капітал* ,Статутний капітал ,Статутний капітал *,Усього власного капіталу,Усього власного капіталу ,Усього зобов'язань та власного капіталу,№ з/гр,№ з/п,№ п/п,№п/п
831,,,,,,01,,,,3,2014,,,,,0,,БАНК ЮНІСОН,,211814.5,271.89881999999,-356.10277,0,,,123331,,,335061.29605,1349669.2183400001,37,95,,
832,,,,,,01,,,,3,2014,,,,,0,,БАНК РЕНЕСАНС КАПІТАЛ,,0,68351.46408,0,5214.05005,,,201400,,,274965.51412999997,1333158.8661999998,38,96,,
833,,,,,,01,,,,3,2014,,,,,0,,УКРГАЗПРОМБАНК,,0,4691.37907,8986.586510000001,19256.30856,,,124200,,,157134.27414,1329751.8170200002,39,97,,
834,,,,,,01,,,,3,2014,,,,,0,,"""ПОРТО-ФРАНКО""",,0,1494.13298,86.33509000000001,7884.63599,,,120053.56,,,129518.66406,1317327.0855200002,40,98,,
835,,,,,,01,,,,3,2014,,,,,0,,ЄВРОБАНК,,0,1536.799,802.2996999999999,81.87849,,,126670,,,129090.97718999999,1311791.82099,41,99,,
836,,,,,,01,,,,3,2014,,,,,0,,АПЕКС-БАНК,,0,9204.1815,0,1132.68111,,,190000,,,200336.86261,1272314.53986,42,100,,
837,,,,,,01,,,,3,2014,,,,,12510.4031,,БАНК МОРСЬКИЙ,,0,-23830.453210000003,16379.855630000002,629.3291800000001,,,145962,,,151651.1347,1269983.96669,43,101,,
838,,,,,,01,,,,3,2014,,,,,17924.436,,ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК,,0,722.903029999998,1331.3749,4243.30809,,,230000,,,254222.02202,1243845.5669800001,44,102,,
839,,,,,,01,,,,3,2014,,,,,124.44962,,БАНК ПЕТРОКОММЕРЦ-УКРАЇНА,,0,-210535.34561000002,1511.8542,42727.202320000004,,,319474.505,,,153302.66553,1233926.63948,45,103,,
840,,,,,,01,,,,3,2014,,,,,0,,КЛАСИКБАНК,,0,884.77748,0,4726.55678,,,220000,,,225611.33426,1167329.5954200001,46,104,,
841,,,,,,01,,,,3,2014,,,,,200462.08716,,КРЕДИТПРОМБАНК,,0,-2698388.42651,-8646.48123,0,,,2635938.34,,,129365.51942,1084526.5954399998,47,105,,
842,,,,,,01,,,,3,2014,,,,,0,,"""ДАНІЕЛЬ""",,0,4.62447000001021,0,44067.27073,,,120412,,,164483.8952,1077019.08333,48,106,,
843,,,,,,01,,,,3,2014,,,,,0,,"""ФІНАНСОВИЙ ПАРТНЕР""",,0,452.26367,-180.55213,28.097830000000002,,,125000,,,125299.80937,1050744.11326,49,107,,
844,,,,,,01,,,,3,2014,,,,,0,,"""АКСІОМА""",,50000,1552.44590000001,0,8696.05531,,,266000,,,326248.50120999996,1034696.5374599999,50,108,,
845,,,,,,01,,,,3,2014,,,,,0,,КОМІНВЕСТБАНК,,0,1008.40563,3462.61081,10118.176800000001,,,115000,,,129589.19324,1012970.7367,51,109,,
846,,,,,,01,,,,3,2014,,,,,0,,АСТРА БАНК,,0,4714.65306,-2792.3778,6810.04954,,,150104.85,,,158837.1748,1010364.33697,52,110,,
847,,,,,,01,,,,3,2014,,,,,0.0005,,ПРОМЕКОНОМБАНК,,0,-11101.482170000001,996.79463,69.5295,,,122395,,,112359.84246,968799.2672,53,111,,
848,,,,,,01,,,,3,2014,,,,,14.15,,IНТЕГРАЛ - БАНК,,0,1153.85633,0,29678.2828,,,160000,,,190846.28913,930939.8658200001,54,112,,
849,,,,,,01,,,,3,2014,,,,,0,,СЕБ КОРПОРАТИВНИЙ БАНК,,0,25335.605180000002,0,700.08552,,,250000,,,276035.6907,921715.11772,55,113,,
850,,,,,,01,,,,3,2014,,,,,0,,УНIКОМБАНК,,0,29118.32817,0,3982.42607,,,460564.375,,,493665.12924,917761.52388,56,114,,
851,,,,,,01,,,,3,2014,,,,,230.31264000000002,,"""ЛЬВІВ""",,0,-151119.86359,38136.6035,9936.31654,,,245405.338,,,142588.70709,908452.5350500001,57,115,,
852,,,,,,01,,,,3,2014,,,,,0,,ЄВРОПРОМБАНК,,0,2651.45635,0,6648.7458799999995,,,120000,,,129300.20223,866827.01517,58,116,,
853,,,,,,01,,,,3,2014,,,,,0,,"""ПРЕМIУМ""",,0,-3397.42262,0,7894.98427,,,260000,,,264497.56165000005,846683.8598000001,59,117,,
854,,,,,,01,,,,3,2014,,,,,0,,ЛЕГБАНК,,0,110.85548999999199,6822.7344,26237.383779999996,,,111500,,,144670.97367,813978.94086,60,118,,
855,,,,,,01,,,,3,2014,,,,,0,,БАНК ГРАНТ,,0,1213.17387,35287.977,18626.264160000002,,,130000,,,185127.41503,792009.20924,61,119,,
856,,,,,,01,,,,3,2014,,,,,0,,ЗАХІДІНКОМБАНК,,0,-95715.28111000001,17684.69967,138109.11668,,,174318.97699999998,,,234397.51224,785866.30625,62,120,,
857,,,,,,01,,,,3,2014,,,,,0,,БАНК КОНТРАКТ,,0,210.376300000007,23698.44367,10990.6307,,,86000,,,120899.45066999999,763063.3637900001,63,121,,
858,,,,,,01,,,,3,2014,,,,,1611.7942999999998,,МЕТАБАНК,,0,3650.41305,6402.46728,7312.37883,,,107348.65206000001,,,126325.70552,745391.55841,64,122,,
859,,,,,,01,,,,3,2014,,,,,0,,ЧОРНОМОРСЬКИЙ БАНК РОЗВИТКУ ТА РЕКОНСТР.,,0,389.867670000001,32393.860320000003,8869.64047,,,63407,,,105060.36846000001,728352.9092700001,65,123,,
860,,,,,,01,,,,3,2014,,,,,0,,СТАРОКИЇВСЬКИЙ БАНК,,0,969.70875000001,37234.01271,11540.747570000001,,,51355.90047,,,101100.3695,726434.3658400001,66,124,,
861,,,,,,01,,,,3,2014,,,,,0,,ОМЕГА БАНК,,0,-5648272.81411,63.88083999999999,4800.27541,,,5750927.6620000005,,,107519.004139999,725642.5618399989,67,125,,
862,,,,,,01,,,,3,2014,,,,,0,,"""СТАНДАРТ""",,0,3027.39246,117.43496999999999,149.04935,,,125000,,,128293.87678,720998.58171,68,126,,
863,,,,,,01,,,,3,2014,,,,,0,,"""НОВИЙ""",,0,-65055.16249999999,2318.54796,0,,,150000,,,87263.38545999999,673672.86303,69,127,,
864,,,,,,01,,,,3,2014,,,,,0,,АКОРДБАНК,,0,5816.88140999999,-52.7814,1243.6421799999998,,,91753,,,98760.74219,665358.98704,70,128,,
865,,,,,,01,,,,3,2014,,,,,0.5,,АГРОКОМБАНК,,0,1722.48966,18089.507999999998,9812.91612,,,102453.5,,,132078.91378,613945.53258,71,129,,
866,,,,,,01,,,,3,2014,,,,,7000,,ЮНІОН СТАНДАРД БАНК,,0,666.30395,11.52965,26477.56653,,,247526.31,,,281681.71013,611435.14913,72,130,,
867,,,,,,01,,,,3,2014,,,,,0,,БАНК РИНКОВІ ТЕХНОЛОГІЇ,,0,1983.67162,110.60551000000001,1482.5825100000002,,,300000,,,303576.85964,567933.65885,73,131,,
868,,,,,,01,,,,3,2014,,,,,6.88495,,ГРІН БАНК,,0,932.833389999985,0,12048.32909,,,76650,,,89638.04743,566641.48499,74,132,,
869,,,,,,01,,,,3,2014,,,,,91.2874,,"""СТОЛИЧНИЙ""",,0,567.41661,4.7163200000000005,3494.34614,,,121335,,,125492.76647,557622.63666,75,133,,
870,,,,,,01,,,,3,2014,,,,,0,,IНВЕСТБАНК,,0,11409.36047,7776.88453,13657.22171,,,74129.6,,,106973.06671,555910.5639099999,76,134,,
871,,,,,,01,,,,3,2014,,,,,0,,ПОЛІКОМБАНК,,0,2368.6999,41524.79298,18949.528059999997,,,49500.12,,,112343.14094,552686.56806,77,135,,
872,,,,,,01,,,,3,2014,,,,,0,,БАНК ТРАСТ,,0,524.72271,12449.956979999999,426.07615999999996,,,69000,,,82400.75585,545076.9781599999,78,136,,
873,,,,,,01,,,,3,2014,,,,,0,,УКРКОМУНБАНК,,0,13.26619,36765.89115,7943.32979,,,105800,,,150522.48713,543894.7072800001,79,137,,
874,,,,,,01,,,,3,2014,,,,,0,,БАНК БОГУСЛАВ,,0,7260.4846099999995,-1796.69108,5630.32502,,,180000,,,191094.11854999998,530338.34762,80,138,,
875,,,,,,01,,,,3,2014,,,,,0,,IНТЕРБАНК,,0,1668.49379,309.00471,33145.34424,,,36050,,,71172.84274,530305.02919,81,139,,
876,,,,,,01,,,,3,2014,,,,,0,,БАНК СОФІЙСЬКИЙ,,0,389.6733,0,104.37351,,,120000,,,120494.04681,513695.24898,82,140,,
877,,,,,,01,,,,3,2014,,,,,2902.36496,,КРЕДИТВЕСТ БАНК,,0,16018.34719,0,16626.40074,,,88045.2,,,123592.31289,510316.62687,83,141,,
878,,,,,,01,,,,3,2014,,,,,0,,БАНК УКРАЇНСЬКИЙ КАПІТАЛ,,0,28558.15432,152.71,7940,,,85320,,,121970.86432000001,481146.86302,84,142,,
879,,,,,,01,,,,3,2014,,,,,0,,ВЕРНУМ БАНК,,0,2018.7493500000003,-14.816279999999999,5218.49616,,,131000,,,138222.42922999998,480559.92857,85,143,,
880,,,,,,01,,,,3,2014,,,,,0,,БАНК СІЧ,,0,2485.89739,194.8805,79.47719000000001,,,120000,,,122760.25507999999,478064.6857,86,144,,
881,,,,,,01,,,,3,2014,,,,,0,,БАНК МИХАЙЛІВСЬКИЙ,,0,-3437.09652,0,0,,,300000,,,296562.90348,477643.67471999995,87,145,,
882,,,,,,01,,,,3,2014,,,,,0,,"""ТРАСТ-КАПІТАЛ""",,0,10449.17864,6218.16419,23001.76818,,,53250,,,92919.11101,475195.81139000005,88,146,,
883,,,,,,01,,,,3,2014,,,,,27.228450000000002,,АСВІО БАНК,,0,3541.02398,0,20156.29879,,,104000,,,127724.55122,474566.30337000004,89,147,,
884,,,,,,01,,,,3,2014,,,,,0,,ІНТЕРКРЕДИТБАНК,,0,140.02313999999998,0,30.93102,,,130000,,,130170.95416000001,446049.0346,90,148,,
885,,,,,,01,,,,3,2014,,,,,0,,"""РОЗРАХУНКОВИЙ ЦЕНТР""",,0,4758.98408,17716.62826,575.54459,,,153100,,,176151.15693000003,437919.24377999996,91,149,,
886,,,,,,01,,,,3,2014,,,,,0,,АРТЕМ-БАНК,,0,949.618999999998,162.69539999999998,8342.95862,,,86000,,,95455.27302000001,435934.96848,92,150,,
887,,,,,,01,,,,3,2014,,,,,0,,МЕЛІОР БАНК,,0,1567.70252999999,0,228.97758000000002,,,190000,,,191796.68011000002,432954.96624,93,151,,
888,,,,,,01,,,,3,2014,,,,,11.70712,,РЕГІОН-БАНК,,0,7508.83347000001,7182.15689,15653.360340000001,,,56481.279,,,86837.33682000001,431073.47525,94,152,,
889,,,,,,01,,,,3,2014,,,,,0,,ОКСІ БАНК,,0,5288.88723,0,5339.01242,,,120000,,,130627.89964999999,418767.73114000005,95,153,,
890,,,,,,01,,,,3,2014,,,,,5535.06579,,ПРОФІН БАНК,,0,-20085.93208,6897.90586,13361.35833,,,121442.09,,,127150.48790000001,402062.06909,96,154,,
891,,,,,,01,,,,3,2014,,,,,0,,МОТОР-БАНК,,0,2340.7909299999997,0,2546.43889,,,120000,,,124887.22982000001,388239.18271,97,155,,
892,,,,,,01,,,,3,2014,,,,,0,,БАНК АВАНГАРД,,0,200.77362000000002,-64.41732,0,,,122000,,,122136.3563,373518.68013,98,156,,
893,,,,,,01,,,,3,2014,,,,,3920,,ПРАЙМ-БАНК,,0,3850.6522099999997,10835.527,16108.969519999999,,,61100,,,95815.14873,368611.69344,99,157,,
894,,,,,,01,,,,3,2014,,,,,0,,УКРБУДІНВЕСТБАНК,,0,4011.0311,250.49805000000003,1660.47549,,,120004.636,,,125926.64064,364836.32502,100,158,,
895,,,,,,01,,,,3,2014,,,,,0,,КСГ БАНК ,,0,21475.204560000002,14308.830090000001,7743.769740000001,,,153000,,,196527.80439,359273.35805000004,101,159,,
896,,,,,,01,,,,3,2014,,,,,0,,РАДАБАНК,,0,2179.7853100000098,1012.73396,17634.628549999998,,,120000,,,140827.14781999998,354891.5225,102,160,,
897,,,,,,01,,,,3,2014,,,,,0,,"""ЗЕМЕЛЬНИЙ КАПІТАЛ""",,11000,81.1958700000019,7463.68092,5192.69376,,,95220.5,,,118958.07055,303995.40881,103,161,,
898,,,,,,01,,,,3,2014,,,,,0.37087,,"""УКООПСПІЛКА""",,0,39124.901880000005,18210.710020000002,8188.43362,,,72626.32447,,,138150.74086000002,290037.43932,104,162,,
899,,,,,,01,,,,3,2014,,,,,0,,КРЕДИТ ОПТИМА БАНК,,0,207.18761,0,5465.79469,,,63000,,,68672.9823,263176.23727,105,163,,
900,,,,,,01,,,,3,2014,,,,,0,,БАНК НАРОДНИЙ КАПІТАЛ,,0,1087.1058,0,3280.73223,,,80055.59,,,84423.42803,236758.67746,106,164,,
901,,,,,,01,,,,3,2014,,,,,609,,ПРОМИСЛОВО-ФІНАНСОВИЙ БАНК,,0,4286.6108699999995,0,14039.72345,,,113208,,,132143.33432,232643.59874,107,165,,
902,,,,,,01,,,,3,2014,,,,,5764.93,,ФІНАНС БАНК,,0,-811.5774700000001,-949.17701,20794.95387,,,176000,,,200799.12939,230931.4268,108,166,,
903,,,,,,01,,,,3,2014,,,,,0,,КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК,,0,2809.19293,5834.47548,3374.50676,,,112417.11924,,,124435.29441,222195.44204,109,167,,
904,,,,,,01,,,,3,2014,,,,,0,,ФІНЕКСБАНК,,0,-1520.00602,0,0,,,122474,,,120953.99398000001,202141.31871999998,110,168,,
905,,,,,,01,,,,3,2014,,,,,0,,ІНВЕСТИЦІЙНО-ТРАСТОВИЙ БАНК,,0,-1613.52243,0,0,,,129000,,,127386.47757,187512.63365,111,169,,
906,,,,,,01,,,,3,2014,,,,,0,,БАНК АЛЬЯНС,,0,17002.28686,1164.72805,7430.21367,,,64778.9,,,90376.12858,181625.63757000002,112,170,,
907,,,,,,01,,,,3,2014,,,,,0,,БАНК ФАМІЛЬНИЙ,,0,29.7836899999986,14299.49397,3545.09393,,,66600.05496,,,84474.42655,178062.14864,113,171,,
908,,,,,,01,,,,3,2014,,,,,0,,СХІДНО-ПРОМИСЛ. КОМЕРЦ. БАНК,,0,6727.06079,0,4999.439609999999,,,95544,,,107270.5004,167854.40058000002,114,172,,
909,,,,,,01,,,,3,2014,,,,,0,,"""КОНКОРД""",,0,1192.65106,0,6510.38107,,,130000,,,137703.03213,165611.17376,115,173,,
910,,,,,,01,,,,3,2014,,,,,0,,БАНК ПОРТАЛ,,0,-1129.23812,0,0,,,125000,,,123870.76188,156743.17930000002,116,174,,
911,,,,,,01,,,,3,2014,,,,,5247,,БАНК ВЕЛЕС,,0,391.76043999999996,3229.36289,8296.533500000001,,,105000,,,122164.65682999999,152163.60359,117,175,,
912,,,,,,01,,,,3,2014,,,,,0,,"""ЦЕНТР""",,0,9263.61505,0,872.02727,,,120000,,,130135.64231999998,151523.75615,118,176,,
913,,,,,,01,,,,3,2014,,,,,0,,ДЕРЖЗЕМБАНК,,0,-2911.31991,0,0,,,120000,,,117088.68009,147281.06354,119,177,,
914,,,,,,01,,,,3,2014,,,,,0,,АЛЬПАРІ БАНК,,0,253.50201,2184.77926,0,,,122000,,,124438.28127,129112.31373999998,120,178,,
915,,,,,,01,,,,3,2014,,,,,0,,УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.,,0,-40811.949060000006,0,3980.71961,,,117999.5,,,81168.27055,128926.68767000001,121,179,,
916,,,,,,01,,,,3,2014,,,,,0,,"""ГЕФЕСТ""",,0,80.1867700000001,0,0,,,121000,,,121080.18677,121081.38677,122,180,,
917,,,,,,07,,,,3,2014,,,,,19708.978,,ПРИВАТБАНК,,1748660.775,465633.747680001,839193.07781,1429529.76495,,,16352079.225,,,20854805.56844,204199603.313,1,1,,
918,,,,,,07,,,,3,2014,,,,,0,,ОЩАДБАНК,,0,1528104.92838,1483235.03676,157187.31652,,,17229576,,,20398103.28166,115648138.281,2,2,,
919,,,,,,07,,,,3,2014,,,,,0,,УКРЕКСІМБАНК,,174990.43233,256793.62348,1058561.31928,151203.35411,,,16514051.42571,,,18155600.15491,111134225.35485,3,3,,
920,,,,,,07,,,,3,2014,,,,,0,,ДЕЛЬТА БАНК,,1400000,192862.885049999,20741.91749,975715.47009,,,2327000,,,4916320.27263,61476717.34092,4,4,,
921,,,,,,07,,,,3,2014,,,,,5300,,ПРОМІНВЕСТБАНК,,0,-4036492.11363,2082071.24816,0,,,8217092.41,,,6267971.54453,51299830.54129,5,5,,
922,,,,,,07,,,,3,2014,,,,,1647556.61621,,УКРСОЦБАНК,,0,251711.61537,1929024.26551,2332221.11485,,,2456936.8907,,,8617450.50264,46444199.10461,6,6,,
923,,,,,,07,,,,3,2014,,,,,3033306.41984,,РАЙФФАЙЗЕН БАНК АВАЛЬ,,0,-1972366.96298,1937084.53414,316915.6489,,,3002774.908,,,6317714.5479,44412554.80179,7,7,,
924,,,,,,07,,,,3,2014,,,,,270558,,СБЕРБАНК РОСІЇ,,0,-818936.04513,180305.80637,797501.37135,,,3392460.5,,,3821889.63259,41650361.4157,8,8,,
925,,,,,,07,,,,3,2014,,,,,638909.57829,,"""НАДРА""",,0,-683820.00609,188567.39286,319.70209,,,3890362.66,,,4034339.32715,37108732.3189,9,9,,
926,,,,,,07,,,,3,2014,,,,,101659.63403,,ПЕРШИЙ УКР.МІЖНАРОДНИЙ БАНК,,0,83718.53195,683787.02046,688968.35032,,,3294492.4,,,4852625.93676,35798386.52127,10,10,,
927,,,,,,07,,,,3,2014,,,,,6.46353,,АЛЬФА-БАНК,,0,-912811.123389999,179498.97668,294047.61085,,,4639120.959,,,4199862.88667,35259537.33837,11,11,,
928,,,,,,07,,,,3,2014,,,,,0,,ВТБ БАНК,,0,-1300110.97797,142270.5764,0,,,5415784.405,,,4257944.00343,31359037.8283,12,12,,
929,,,,,,07,,,,3,2014,,,,,0,,БАНК ФІНАНСИ ТА КРЕДИТ,,500000,-295347.00235,37526.91058,0,,,2300000,,,2542179.90823,29909395.78095,13,13,,
930,,,,,,07,,,,3,2014,,,,,811259.8416,,УКРСИББАНК,,0,-437475.49868,10908.39413,57985.49141,,,1774333.04,,,2217011.26846,24021006.70811,14,14,,
931,,,,,,07,,,,3,2014,,,,,135941.77628,,УКРГАЗБАНК ,,0,-5639600.43811,225503.78205,226151.39745,,,9481560.695,,,4429557.21267,22884150.84494,15,15,,
932,,,,,,07,,,,3,2014,,,,,430119.42807,,ВIEЙБI БАНК,,1000000.0007,-1657296.34862,85358.20276,16221.55535,,,3048619.14205,,,2923021.98031,23543177.22383,1,16,,
933,,,,,,07,,,,3,2014,,,,,2754.16982,,ОТП БАНК,,0,-995311.14768,2605.76202,512356.06457,,,2868190.52175,,,2390595.37048,21141532.68723,2,17,,
934,,,,,,07,,,,3,2014,,,,,0,,"""ФІНАНСОВА ІНІЦІАТИВА""",,280000,374.44043,0,60107.54217,,,2000000,,,2340481.9826,18184849.99567,3,18,,
935,,,,,,07,,,,3,2014,,,,,0,,КРЕДІ АГРІКОЛЬ БАНК,,0,291333.81634,0,281840.97402,,,1222928.76,,,1796103.55036,17909170.46916,4,19,,
936,,,,,,07,,,,3,2014,,,,,335564.02,,"""ПІВДЕННИЙ""",,0,173690.56367,124248.65731,133342.09489,,,956894,,,1723739.33587,13444966.60424,5,20,,
937,,,,,,07,,,,3,2014,,,,,1390001.86726,,ФІДОБАНК,,0,-1511761.79072,333013.10904,9699.56875,,,2316188.819,,,2537141.57333,11810186.31124,6,21,,
938,,,,,,07,,,,3,2014,,,,,0,,IМЕКСБАНК,,0,10186.83873,3794.88199,108701.23794,,,1440000,,,1562682.95866,11539288.18448,7,22,,
939,,,,,,07,,,,3,2014,,,,,0,,IHГ БАНК УКРАЇНА,,0,873193.52724,0,398762.38152,,,731298.045,,,2003253.95376,11309357.25376,8,23,,
940,,,,,,07,,,,3,2014,,,,,0,,"""ХРЕЩАТИК""",,0,-271585.64063,22246.80293,52055.40444,,,828828,,,631544.56674,8909243.5517,9,24,,
941,,,,,,07,,,,3,2014,,,,,0,,БАНК КИЇВСЬКА РУСЬ ,,53000,-122681.22126,87510.59516,48075.6352,,,516080,,,581985.0091,8657154.3914,10,25,,
942,,,,,,07,,,,3,2014,,,,,535523.976,,РОДОВІД БАНК,,0,-10210258.23581,96554.75157,573038.31859,,,12359298.9996,,,3354157.80995,8642367.82955,11,26,,
943,,,,,,07,,,,3,2014,,,,,0,,ЗЛАТОБАНК,,80000,6917.64209,654.94598,4508.99708,,,452500,,,544581.58515,7909409.32243,12,27,,
944,,,,,,07,,,,3,2014,,,,,0,,БАНК КРЕДИТ ДНІПРО,,144346.15077,-55533.20704,95993.20325,189967.64867,,,315000,,,689773.79565,6786084.32261,13,28,,
945,,,,,,07,,,,3,2014,,,,,11.77563,,УКРІНБАНК,,0,17500.46998,229383.70897,30281.03278,,,405000,,,682176.98736,6676569.88213,14,29,,
946,,,,,,07,,,,3,2014,,,,,887485.30841,,УНІВЕРСАЛ БАНК,,0,-1564595.05165,-69.44937,0,,,1162671.97,,,485492.77739,6524674.55637,15,30,,
947,,,,,,07,,,,3,2014,,,,,0,,ВСЕУКРАЇНСЬКИЙ БАНК РОЗВИТКУ,,0,83843.0916200001,0,5968.65071,,,722000,,,811811.74233,5813639.66277,16,31,,
948,,,,,,07,,,,3,2014,,,,,0,,ПІВДЕНКОМБАНК ,,0,-880227.47138,10177.84185,71951.20418,,,550000,,,-248098.42535,5000858.48248,17,32,,
949,,,,,,07,,,,3,2014,,,,,3.275,,БТА БАНК  ,,0,1451.30266,44507.26999,27647.76663,,,1500000,,,1573609.61428,3146549.36326,18,33,,
950,,,,,,07,,,,3,2014,,,,,253090.78194,,СІТІБАНК ,,0,803624.8132,-15035.90741,143557.24537,,,66500,,,1251736.9331,6505810.22394,1,34,,
951,,,,,,07,,,,3,2014,,,,,138.44,,МЕГАБАНК,,0,17245.59098,51679.71685,125416.87091,,,500000,,,694480.61874,6041094.45235,2,35,,
952,,,,,,07,,,,3,2014,,,,,0,,ПЛАТИНУМ БАНК,,119211.9,-87645.05366,0,37124.81256,,,380567.201,,,449258.8599,5919912.89097,3,36,,
953,,,,,,07,,,,3,2014,,,,,38.05317,,КРЕДOБАНК,,0,-1593528.77208,170116.58048,40175.66687,,,1918969.46916,,,535770.9976,5080927.24987,4,37,,
954,,,,,,07,,,,3,2014,,,,,12.19,,АКТАБАНК ,,0,113.26765,0,18281.32798,,,400000,,,418406.78563,5017205.5668,5,38,,
955,,,,,,07,,,,3,2014,,,,,11436.42887,,УКРБІЗНЕСБАНК ,,0,18432.85794,47526.42573,124200.28589,,,284160,,,485755.99843,4681464.50583,6,39,,
956,,,,,,07,,,,3,2014,,,,,0,,ДІАМАНТБАНК,,0,3073.36005999998,0,69455.19763,,,210000,,,282528.55769,4620987.59704,7,40,,
957,,,,,,07,,,,3,2014,,,,,1521160.7585,,ПРАВЕКС-БАНК,,0,-1531505.69869,245584.11747,1332.10769,,,949170,,,1185741.28497,4559501.33364,8,41,,
958,,,,,,07,,,,3,2014,,,,,0,,ТЕРРА БАНК,,0,612.39427,986.38408,11005.84041,,,557141,,,569745.61876,4396849.09031,9,42,,
959,,,,,,07,,,,3,2014,,,,,0,,МІСЬКИЙ КОМЕРЦІЙНИЙ БАНК ,,0,28594.31081,1404.85705,8657.26146,,,400000,,,438656.42932,4393613.46547,10,43,,
960,,,,,,07,,,,3,2014,,,,,0,,БАНК HАЦІОНАЛЬНІ ІНВЕСТИЦІЇ,,0,1062.84855,-141.53157,62952.62053,,,161000,,,224873.93751,4169029.31463,11,44,,
961,,,,,,07,,,,3,2014,,,,,0,,ДІВІ БАНК,,0,33213.60678,0,1665.11661,,,590000,,,624878.72339,4142102.84008,12,45,,
962,,,,,,07,,,,3,2014,,,,,0,,"""КЛІРИНГОВИЙ ДІМ""",,0,57326.81958,51155.40789,115220.62727,,,439692.5,,,663395.35474,4013898.07422,13,46,,
963,,,,,,07,,,,3,2014,,,,,0,,АКТИВ - БАНК,,0,132700.70804,19706.63454,107301.0837,,,312750,,,572458.42628,3517845.15454,14,47,,
964,,,,,,07,,,,3,2014,,,,,9539.7816,,УКРАЇНСЬКИЙ ПРОФЕСІЙНИЙ БАНК,,0,1938.21880999999,2392.12719,114921.3988,,,500000,,,628791.5264,3474486.78603,15,48,,
965,,,,,,07,,,,3,2014,,,,,0,,БАНК 3/4,,0,68129.32433,7808.65953,90495.83466,,,350000,,,516433.81852,3337121.08479,16,49,,
966,,,,,,07,,,,3,2014,,,,,43.584,,ФІНБАНК,,0,-4689.41256,37581.36075,13826.38043,,,185050,,,231811.91262,3223323.19302,17,50,,
967,,,,,,07,,,,3,2014,,,,,0,,"""СОЮЗ""",,0,899.21477999998,355.29042,10572.22192,,,336000,,,347826.72712,3104425.05733,18,51,,
968,,,,,,07,,,,3,2014,,,,,0,,БАНК РУСКИЙ СТАНДАРТ,,0,1226.11976,0,2756.35475,,,283000,,,286982.47451,2796234.13467,19,52,,
969,,,,,,07,,,,3,2014,,,,,0,,ЄВРОГАЗБАНК ,,0,455.86441,0,11667.68616,,,290000,,,302123.55057,2738181.58664,20,53,,
970,,,,,,07,,,,3,2014,,,,,0,,ЕКСПОБАНК,,0,-126182.79004,81655.19781,12438.45567,,,404231.212,,,372142.07544,2663903.67863,21,54,,
971,,,,,,07,,,,3,2014,,,,,0,,АВАНТ-БАНК,,1398.4,159.286469999992,929.43872,1159.42072,,,320000,,,323646.54591,2417698.36514,22,55,,
972,,,,,,07,,,,3,2014,,,,,0,,ФОРТУНА-БАНК,,0,37413.61241,158742.99955,49484.22555,,,265000,,,510640.83751,3466874.03916,1,56,,
973,,,,,,07,,,,3,2014,,,,,0,,БАНК ВОСТОК,,0,69885.4592,0,3398.2523,,,307350,,,380633.7115,3444486.53475,2,57,,
974,,,,,,07,,,,3,2014,,,,,0,,БМ БАНК,,0,-214264.15103,-2.71102,5383.40697,,,776397.35,,,567513.89492,3419042.77164,3,58,,
975,,,,,,07,,,,3,2014,,,,,777.80336,,ПРОКРЕДИТ БАНК,,0,19289.11323,0,34358.3734,,,298333.22448,,,352758.51447,3255758.09959,4,59,,
976,,,,,,07,,,,3,2014,,,,,11,,ТАСКОМБАНК,,0,90178.38664,18448.18755,4852.2799,,,220000,,,333489.85409,3145579.72259,5,60,,
977,,,,,,07,,,,3,2014,,,,,0,,ПІРЕУС БАНК МКБ,,0,-1393926.39329,15937.45687,50284.77957,,,1627792.22,,,300088.06315,3053903.3653,6,61,,
978,,,,,,07,,,,3,2014,,,,,0,,БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,,0,1436.97026,0,34510.64427,,,250000,,,285947.61453,2904314.51573,7,62,,
979,,,,,,07,,,,3,2014,,,,,40.6982,,БАНК КІПРУ,,0,-129987.34792,11812.4124,52768.94377,,,700643.6,,,635278.30645,2848877.12524,8,63,,
980,,,,,,07,,,,3,2014,,,,,44890,,ІДЕЯ БАНК,,13293.91206,8926.98320000013,33706.59661,65649.71359,,,180500,,,346967.20546,2832395.18717,9,64,,
981,,,,,,07,,,,3,2014,,,,,8021.50405,,IНДУСТРІАЛБАНК,,0,15310.79943,8413.72495,175379.24691,,,607798.0545,,,814923.32984,2751409.94296,10,65,,
