,"Інші фінансові активи, що обліковуються за справедливою вартістю через прибуток або збиток",Грошові кошти та їх еквіваленти,"Кошти в інших банках_Кошти в інших банках, усього","Кошти в інших банках_Кошти в інших банках, усього__у тому числі в іноземній валюті",Кошти в інших банках_Резерви під знецінення коштів в інших банках,Кошти обов’язкових резервів банку в НБУ,"Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього","Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього__у тому числі:_ юридичних осіб_кредити та заборгованість юридичних осіб, усього","Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього__у тому числі:_ юридичних осіб_кредити та заборгованість юридичних осіб, усього__у тому числі в іноземній валюті",Назва банку,Торгові цінні папери,№ з/гр,№ з/п,Кредити та заборгованість клієнтів_юридичних осіб_резерви під знецінення кредитів та заборгованості клієнтів,"Кредити та заборгованість клієнтів_фізичних осіб_кредити та заборгованість фізичних осіб, усього","Кредити та заборгованість клієнтів_фізичних осіб_кредити та заборгованість фізичних осіб, усього__у тому числі в іноземній валюті",Кредити та заборгованість клієнтів_фізичних осіб_резерви під знецінення кредитів та заборгованості клієнтів,Цінні папери в портфелі банку на продаж,Цінні папери в портфелі банку на продаж__у тому числі резерви під знецінення цінних паперів у портфелі банку на продаж,Цінні папери в портфелі банку до погашення,Цінні папери в портфелі банку до погашення__у тому числі резерви під знецінення цінних паперів у портфелі банку до погашення,Інвестиції в асоційовані та дочірні компанії,Інвестиційна нерухомість,Дебіторська заборгованість щодо поточного податку на прибуток,Відстрочений податковий актив,Основні засоби та нематеріальні активи,Інші фінансові активи,Інші фінансові активи__у тому числі резерви під інші фінансові активи,Інші активи,Інші активи__у тому числі резерви під інші активи,"Необоротні активи, утримувані для продажу, та активи групи вибуття",Усього активів,YEAR,MONTH,QUARTER,NKB,№п/п,NKB_Банки з державною часткою,МФО,Банк   ,"Фінансові активи, що обліковуються за справедливою вартістю через прибуток або збиток",Кошти в інших банках,Кошти в інших банках__у тому числі в іноземній валюті,резерви під знецінення коштів в інших банках,Кредити та заборгованість клієнтів,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів__у тому числі кредити та заборгованість фізичних осіб,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів__у тому числі кредити та заборгованість фізичних осіб__у тому числі в іноземній валюті,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів__у тому числі кредити та заборгованість фізичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів,резерви під знецінення цінних паперів у портфелі банку на продаж,резерви під знецінення цінних паперів у портфелі банку до погашення,резерви під інші фінансові активи,резерви під інші активи,Резерви під знецінення цінних паперів у портфелі банку на продаж,Резерви під знецінення цінних паперів у портфелі банку до погашення,Резерви під інші фінансові активи,Резерви під інші активи,"Кошти в інших банках_Кошти в інших банках, усього__в іноземній валюті",Кошти в інших банках_резерви під знецінення коштів в інших банках,"Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього__у тому числі:_ юридичних осіб_кредити та заборгованість юридичних осіб, усього__в іноземній валюті","Кредити та заборгованість клієнтів_фізичних осіб_кредити та заборгованість фізичних осіб, усього__в іноземній валюті",Цінні папери в портфелі банку на продаж__у тому числі:_резерви під знецінення цінних паперів у портфелі банку на продаж,Цінні папери в портфелі банку до погашення__у тому числі:_резерви під знецінення цінних паперів у портфелі банку до погашення,Інші фінансові активи__у тому числі:_резерви під інші фінансові активи,Інші активи__у тому числі:_резерви під інші активи,Усього активів__ в іноземній валюті,Банк  ,№ п/п,NRB_Банки з державною часткою,БАНК  , Грошові кошти та їх еквіваленти,"Кошти в інших банках, у т. ч.:","Кошти в інших банках, у т. ч.:__ в іноземній валюті"," Кредити та заборгованість клієнтів, у т. ч.:"," кредити та заборгованість юридичних осіб, у т. ч.:"," кредити та заборгованість юридичних осіб, у т. ч.:__ в іноземній валюті", резерви під знецінення кредитів та заборгованості клієнтів,"кредити та заборгованість фізичних осіб, у т. ч.:","кредити та заборгованість фізичних осіб, у т. ч.:__ в іноземній валюті",резерви під знецінення кредитів та заборгованості клієнтів," Цінні папери в портфелі банку на продаж, у т. ч.:","Цінні папери в портфелі банку до погашення, у т. ч.:", Інвестиції в асоційовані та дочірні компанії," Інші фінансові активи, у т. ч.:", резерви під інші фінансові активи," Інші активи, у т. ч.:", резерви під інші активи," Необоротні активи, утримувані для продажу, та активи групи вибуття","Усього активів, у т. ч.:","Усього активів, у т. ч.:__в іноземній валюті",Банк
21,500335.78285,708354.17279,128092.37081,128067.35926,0,0,3650539.48402,2523388.84706,266260.69081,ФІДОБАНК,0,9,22,-398542.69561,1127150.63696,704527.76581,-1499339.32229,1211872.83342,-2914.87653,0,0,0,13717.5,21958.118,44621.98974,504216.78299,79580.40289,-10389.4039,29463.90439,-4955.80572,723043.82108,7615797.16298,2015,10,2,22,,,300175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,764294.31934,632823.56928,632573.57928,-15.081,0,4907614.56173,4751458.90206,3403410.74662,БАНК КРЕДИТ ДНІПРО,0,10,23,-968104.33732,156155.65967,78182.08123,-260886.57604,440.5,-31.3325,0,0,0,240680.06394,5455.93478,75285.2249,158449.83919,126891.189,-24253.86149,14204.49695,-243.49331,487150.6747,7413290.37381,2015,10,2,270,,,305749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,340481.21594,64561.56443,34004.09911,-33.74528,0,5812050.48851,2801132.9496,1194041.85073,ПЛАТИНУМ БАНК,0,11,24,-122158.88358,3010917.53891,544478.32837,-764557.59999,1173,0,0,0,0,522178.83571,11922.01497,7874.69808,155033.25677,3818.66075,-792.3083,28132.07039,-1711.66547,0,6947225.80555,2015,10,2,316,,,380388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,589977.25386,0,0,-302.80994,0,4954844.57899,2495767.87976,1924967.44499,УНІВЕРСАЛ БАНК,153893.459,12,25,-165599.67274,2459076.69923,2168993.82455,-883953.33571,212279.67691,0,0,0,0,44542.27381,3184.78093,301545.14298,155974.1815,4553.27482,-5581.38558,63262.14736,-4158.26019,8.33333,6484065.10349,2015,10,2,242,,,322001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,251963.09229,1292202.45994,307639.72411,291537.44293,-16.27482,0,3522584.11524,3436693.58833,1192755.56951,ДІАМАНТБАНК,123665.65227,13,26,-267771.71434,85890.52691,771.14643,-31789.46336,73750.00971,-41503.98518,0,0,0,0,2550.663,0,110603.81753,31752.10231,-118599.26937,79915.95969,-973.84019,271094.4945,6067722.09059,2015,10,2,232,,,320854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,115474.43029,0,0,-129622.7258,0,4800586.09495,4624530.82942,2030119.0557,УКРІНБАНК,0,14,27,-224612.55579,176055.26553,28557.9081,-48217.7419,23165.62521,-95.22117,0,0,0,182954.75971,50.233,4106.44986,228887.1076,53180.54821,-50376.54805,72960.9165,-102.90885,350624.09707,5831990.2624,2015,10,2,18,,,300142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,1298455.07462,23404.95789,23404.95789,-236.40465,0,4850089.39352,4476257.96739,1160281.45764,ПРОКРЕДИТ БАНК,22815.31961,1,28,-200545.93707,373831.42613,169620.57569,-157628.38299,647.97109,0,311599.96707,0,0,12021.43938,9880.53894,1525.111,162081.01388,32183.11117,-2074.4648,28339.02655,-4445.97695,38209.47466,6791252.39938,2015,10,2,298,,,320984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1009.56189,2202389.95807,65139.23836,0,-4902.95342,0,3644582.72026,3625300.2398,1860977.63739,БАНК ВОСТОК,0,2,29,-115892.24379,19282.48046,0,-1097.75134,406361.01073,0,0,0,0,0,4629.74311,1219.23493,37602.16606,249827.43747,-1772.02863,11546.65422,-331.04738,0,6624307.7251,2015,10,2,305,,,307123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,37.714,634195.88778,9575.79961,271.90296,-801.63753,0,4415620.92437,4402093.52649,2821921.68196,БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,0,3,30,-134698.60585,13527.39788,0,-1672.57469,0,-784,0,0,0,0,1034.604,999.783,23269.44709,167066.43992,-8.98004,831.2954,0,0,5252631.89517,2015,10,2,320,,,380281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,1791032.48784,21877.45628,16757.20208,-1366.74008,0,2123969.93028,2089520.99913,1591607.43158,МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК,47410.25805,4,31,-244254.38778,34448.93115,1095.32397,-5376.97447,51795.8905,0,531658.6295,0,5822,4004.06871,4246,1020.53357,15281.03922,80537.41382,-9060.18228,3687.81615,-57.96076,58637.866,4740981.38992,2015,10,2,389,,,380582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2474.84642,479944.36259,0,0,0,0,1869513.8858,395293.75425,42542.63148,ПРАВЕКС-БАНК,0,5,32,-149312.03535,1474220.13155,527204.97623,-1332052.12245,1212396.35408,-11,0,0,0,10244,1544.0712,0,556000.35188,32574.14041,-9864.32782,71504.66238,-186.66976,105070.2304,4341266.90516,2015,10,2,153,,,380838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0,334701.72038,207817.17516,187587.03818,-51213.29395,0,2713186.65185,2622925.8792,1563713.00906,ТАСКОМБАНК,0,6,33,-197738.15739,90260.77265,32092.32315,-8658.04082,21466.20471,0,0,0,0,71823.97169,3463.4743,1862.54896,83617.58719,46632.11539,-779.31086,13842.20006,-1879.64583,21178.927,3519592.57669,2015,10,2,62,,,339500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,158640.86363,133414.77326,77056.68479,77056.68479,-6.50105,0,1988650.81843,1966849.03299,62601.61101,АВАНТ-БАНК,0,7,34,-12271.31958,21801.78544,3.10086,-5591.43186,210879.95075,0,0,0,0,0,1668.39938,896.525,240344.78302,441839.4573,-2939.53489,20501.89893,-1695.81763,0,3273894.15449,2015,10,2,403,,,380708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0,994553.8196,0,0,0,0,1709897.13938,1644656.05998,52611.6055,"""КЛІРИНГОВИЙ ДІМ""",0,8,35,-855534.95005,65241.0794,27279.90956,-60343.54555,45454.52059,-5.3,340167.671,0,0,37500.016,11345.54814,19071.667,89774.80952,18793.01198,0,2041.49288000027,-181.50828,4244.77035,3272844.46644,2015,10,2,288,,,300647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0,1075598.64346,27125.60186,27125.60186,-4340.54186,0,1412670.9181,1334779.97785,1212275.15029,ПІРЕУС БАНК МКБ,0,9,36,-34660.69272,77890.94025,35414.80327,-76469.64201,15929.55504,-1480.6025,398346.61455,0,0,72427.36029,5807.95667,70151.99935,85664.54585,2320.54681,-1995.50182,10258.59481,-1980.242,0,3176302.33679,2015,10,2,251,,,300658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,649013.58515,16016.49274,16016.49274,-1205.54246,31255.28096,1677876.63076,1151158.96239,576607.8984,ВІЕС БАНК,0,10,37,-128017.49158,526717.66837,386383.84732,-157158.42379,52,0,261629.57065,0,0,3279.6,9753.27,0,187782.16757,257076.40243,-4715.02494,6298.36137,0,44444,3144477.36163,2015,10,2,97,,,325213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0,80807.77055,7770.58229,7770.58229,-495.99461,0,2865854.05023,2861975.94405,1446715.68306,ФОРТУНА-БАНК,0,11,38,-363159.20516,3878.10618,1888.16342,-6836.77312,60,0,0,0,0,0,1075.6752,259.18013,169761.97697,232.89165,-142.42039,2021.93787,-9.866,5003,3132847.06489,2015,10,2,304,,,300904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,213236.3093,0,0,0,0,2387934.83348,1967612.03665,1027560.59878,БМ БАНК,84226.646,12,39,-247976.69262,420322.79683,241353.11515,-295324.45918,0,0,0,0,0,0,6.48135,397610.10542,16739.81773,2361.14707,-16797.43868,3375.41192,-786.30904,26322.23116,3131812.98343,2015,10,2,321,,,380913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0,99868.79144,0,0,0,0,2236309.28561,2112527.18492,0,"""АРКАДА""",0,13,40,-103918.63069,123782.10069,0,-16782.50172,333497.36479,-9336.05286,50000,0,0,0,1620.365,0,253999.63584,10554.46158,-25.10477,2041.52836,-1084.20085,0,2987891.43262,2015,10,2,191,,,322335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,782.25009,495930.33862,0,0,0,0,1907631.47593,1873472.2634,877137.32183,IНДУСТРІАЛБАНК,0,14,41,-162349.08475,34159.21253,17442.34772,-58390.93739,8026.47485,-4297.74797,60029.589,0,0,189128.16779,11164.75278,1720.23255,151270.57664,55512.73066,-1310.19461,10803.6484,-1363.87337,12.915,2892013.15231,2015,10,2,101,,,313849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0,546609.89336,0,0,-3.33557,0,1441434.37185,906162.50539,356717.65305,МАРФІН БАНК ,0,15,42,-104784.84671,535271.86646,365606.77261,-219921.79937,60,-3414.35093,381943.64379,0,0,147332.4,2227.708,33730.959,120541.16639,57574.50975,-741.20767,3429.04324,-621.593,106601.40052,2841485.0959,2015,10,2,105,,,328168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,138824.40054,140089.40295,0,0,0,0,825948.82398,817832.73906,327476.50269,БТА БАНК  ,0,16,43,-333473.12641,8116.08491999999,3915.85975,-74018.32922,182819.9726,-4553.8015,0,0,0,1317177.53378,2085.56341,0,61129.56145,8203.09138,-4081.6894,137148.19658,-6616.28022,20726.28113,2834152.8278,2015,10,2,129,,,321723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0,1088400.18703,33404.37044,0,-2595.62956,0,1623254.77081,758219.68029,503.98532,АКЦЕНТ-БАНК,10627.55647,17,44,-27710.58348,865035.09052,67161.35962,-383521.10264,0,0,0,0,0,0,0,0,37168.02318,11275.26745,-3950.92977,1248.23583,-28,797.11974,2806175.53095,2015,10,2,96,,,307770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,238195.91133,10.83522,10.83522,-0.2674,0,2197707.3077,359735.72548,86784.71683,ІДЕЯ БАНК,0,18,45,-29699.25061,1837971.58222,3430.47391,-103782.68278,72.4,0,0,0,0,356.34983,9755.43484,4938.66983,105288.53749,89557.81926,-5303.61903,14362.38779,-628.76958,1734.36818,2661980.02147,2015,10,2,142,,,336310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,189002.32632,0,0,0,0,1181865.3823,5411.95342,0,БАНК ФОРВАРД,0,19,46,-5586.92349,1176453.42888,0,-608385.00366,8.98482,0,50050.9589,0,0,0,30074.24396,12498.5908,458485.95146,9103.6639,-4082.34212,12659.14786,-987.48242,14184,1957933.25032,2015,10,2,325,,,380418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,3646.5677,668589.50226,-0.77502,-0.77502,-0.77502,0,1036113.09458,1020245.86007,953029.17246,КРЕДИТ ЄВРОПА БАНК ,0,20,47,-119899.38166,15867.23451,2863.08369,-40278.53359,87370.88399,0,0,0,0,278.88772,24215.778,1135.062,9056.52041,100.45047,-21.11419,2283.63869,0,23787.4057,1856577.0165,2015,10,2,329,,,380366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0,64990.66149,0,0,-30434.19584,0,1054408.28392,1039613.91979,43311.58009,"""СОЮЗ""",0,21,48,-89253.3659,14794.36413,0,-846.73984,0,0,0,0,0,0,2732.61443,11.91472,4800.98565,10002.4779,-45.961,611.32942,0,0,1137558.26753,2015,10,2,385,,,380515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,9982.20652,32487.1101,3745.80147999999,3745.80148,-132793.77958,0,924381.07475,924381.07475,0,ДІВІ БАНК,0,22,49,-26744.61328,0,0,-83.80423,0,0,0,0,0,0,0,0,7364.54033,1186.59666,-1001.60179,379.68294,-5.0336,0,979527.01278,2015,10,2,463,,,380827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0,18655.34258,0,0,-89.20574,0,690298.41108,690298.41108,356904.79915,ФІНБАНК,0,23,50,-166466.6399,0,0,-8087.2388,0,-1055.86477,0,0,0,0,89.664,0,5447.81446,4515.40083,-433.07097,215.13269,-7.63509,0,719221.76564,2015,10,2,122,,,328685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,191.14636,197705.85083,12789.73287,3013.85616,0,0,2119238.1403,1780416.67307,33186.9414,БАНК МИХАЙЛІВСЬКИЙ,0,1,51,-2963.96894,338821.46723,0,-82046.38465,0,0,0,0,0,0,621.461,13563.34079,127865.40508,38952.47177,-444.9436,113698.53929,-12134.96576,0,2624626.08829,2015,10,2,533,,,380935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,37389.10244,1025070.50607,0,0,0,0,786271.54191,767640.98806,348.26055,"""ТК КРЕДИТ""",0,2,52,-5743.85779,18630.55385,5674.46189,-1916.35156,46912.22234,0,0,0,0,37706.8,391.99043,2526.082,5817.66747,6.71350000000001,-105.35784,4629.04863,0,735.68907,1947457.36386,2015,10,2,260,,,322830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0,63000.25324,19525.56013,19525.56013,0,0,1587141.02167,1125506.63848,442174.54466,МІСТО БАНК,0,3,53,-50826.41172,461634.38319,112018.91449,-20700.77169,24770.0268,0,0,0,0,17633.57797,892.404,9390.19125,101425.44751,72042.06253,-239.93494,6487.72983,-404.0228,18744.95197,1921053.2269,2015,10,2,206,,,328760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0,684633.82581,0,0,0,0,633885.41299,631262.31157,107863.1939,"""НОВИЙ""",1779.8725,4,54,-8453.98895,2623.10142,0,-58.53969,2,-25049.19564,450517.66935,0,0,9391.14171,232.646,2792.962,6048.23859,11677.49201,-44.39614,27543.78559,-66.39045,0,1828505.04655,2015,10,2,48,,,305062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0,594655.50398,2004.25893,2004.25893,-152.80098,0,715294.05744,617644.68229,107852.00432,ЕКСПРЕС-БАНК,71787.66864,5,55,-69563.82228,97649.37515,4563.41044,-109255.50233,48105.34831,-15004.10382,255681.91725,0,0,0,22401.42438,0,81308.05954,5071.53995,-932.8169,6413.52141,-1588.86364,23675.83177,1826399.1316,2015,10,2,262,,,322959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0,445342.06241,75989.51207,67484.15591,-6949.88606,0,1146123.87383,1102415.09262,432409.98614,"""ПРЕМIУМ""",0,6,56,-174596.9772,43708.78121,0,-12657.54211,0,0,0,0,0,0,776.568,483.43076,34557.26406,49612.56351,-312.56866,897.20978,-0.09194,0,1753782.48442,2015,10,2,379,,,339555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,52939.14108,283036.71272,0,0,0,0,748448.1996,636537.76029,120578.13508,ЄВРОБАНК,0,7,57,-10252.37775,111910.43931,29822.01064,-21907.0702,260204.025,0,0,0,0,0,208.09492,387.24263,86369.55309,197429.95094,-650.92425,224.63222,-270.02983,4636.549,1633884.1012,2015,10,2,318,,,380355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0,771.30359,0,0,0,0,1103467.74084,1097704.53889,0,УНIКОМБАНК,0,8,58,-283.54247,5763.20195,9.99999997475243E-06,-18012.35727,0.100000000000364,-2968.4565,0,0,0,0,498.409,0,5787.67914,512629.95872,-18948.36768,320.3907,0,0,1623475.58199,2015,10,2,306,,,335902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0,162860.87332,12243.79065,12243.79065,0,0,598594.47611,598594.47611,0,ДОЙЧЕ БАНК ДБУ,0,9,59,-3739.87106,0,0,0,781928.49145,0,0,0,0,0,0,1630.57529,1605.22656,47.83926,-140.32916,1560.69557,-23.38081,0,1560471.96821,2015,10,2,407,,,380731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0,175651.27249,575.43125,575.43125,-5.81244,0,783452.12623,726805.58926,43385.25761,ПОЛТАВА - БАНК,0,10,60,-77088.78005,56646.53697,2361.48546,-14166.61917,15606.15419,-15875.44176,130914.27387,0,0,0,6739.219,20.65689,317748.07615,7976.70268,-1188.77059,4641.48985,0,62799.63047,1506125.03307,2015,10,2,113,,,331489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0,276379.6607,24043.34849,21.69049,-2146.9658,0,1011968.32529,979117.11397,121922.57177,ЮНЕКС БАНК,7459.15005,11,61,-44534.35195,32851.21132,0,-18126.96289,10498.4,0,0,0,0,0,1403.478,476.147,35649.18266,2283.42445,-26.21266,4007.70203,-35.86251,0,1374168.81867,2015,10,2,231,,,322539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0,57940.65974,226955.24144,180216.86704,-13.23972,0,910328.81418,826306.98904,371420.01633,"""ЛЬВІВ""",0,12,62,-87725.01385,84021.82514,30154.4575,-8166.64092,0,0,25219.5178,0,0,0,2251.916,0,54027.44198,3237.72784,-158.34748,35502.19753,-283.13322,0,1315463.51651,2015,10,2,91,,,325268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0,80388.01148,94844.57491,93346.26777,-14273.33676,0,749972.71881,745067.38236,84944.51812,"""ГЛОБУС""",83887.79107,13,63,-93950.43947,4905.33645,0,-15480.8279,0,0,0,0,0,71672.41928,605.628,15.78,62095.3891,154485.55904,-106784.48283,2238.27787,0,2858.8,1303064.94956,2015,10,2,386,,,380526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0,165551.53429,0,0,0,0,859915.61416,803610.42061,354714.43447,ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК,0,14,64,-7113.32489,56305.19355,11837.2303,-15991.00994,27160.54566,-275.8055,0,0,280,8433.035,732.60788,8924.71405,50053.03562,15285.27193,-988.39098,17536.01541,-57.93697,16089.156,1169961.53,2015,10,2,290,,,300506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0,165273.51438,0,0,0,0,781802.30467,781799.49079,323683.48886,СЕБ КОРПОРАТИВНИЙ БАНК,0,15,65,-3.40652,2.81388,0,-0.96949,180091.426,0,0,0,0,0,0,696.53977,6216.58364,4562.78676,-45.66134,10428.19551,-16.90114,0,1149071.35073,2015,10,2,455,,,380797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0,226627.81732,102019.16749,102025.19213,-129.81508,0,645082.79194,580073.11932,345562.65592,КОМІНВЕСТБАНК,0,16,66,-53194.96211,65009.67262,850.00517,-10107.31913,0,0,41005.12675,0,0,12129.82502,0,0,79647.31349,6916.2921,-300.93176,16215.47446,0,11660.258,1141304.06657,2015,10,2,143,,,312248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0,87622.21642,5265.22558,1331.93197,0,0,776707.79338,725786.66585,428947.67085,БАНК ГРАНТ,0,17,67,-11736.8228,50921.12753,6489.46678,-7758.29907,3386.01,-9.9039,110054.2465,0,0,305.33333,353.946,46.03,66593.84754,20769.98566,-443.54145,1759.52221,-27.81243,19943.15,1092807.30662,2015,10,2,123,,,351607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0,42863.29928,0,0,0,0,976305.48205,976188.51942,652253.10881,ЄВРОПРОМБАНК,0,18,68,-114202.55409,116.96263,0,-2452.47801,0,0,3001.47945,0,0,0,744.32238,12.666,28821.01311,230.81458,-19.53284,188.42102,-17.44416,0,1052167.49787,2015,10,2,395,,,377090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2262.07551,66790.34942,25612.6975,25612.6975,-241.88284,0,714267.45333,711771.55578,340090.52635,БАНК ПЕТРОКОММЕРЦ-УКРАЇНА,0,19,69,-68557.46954,2495.89755,180.77991,-22396.0157,109399.63485,0,30014.7945,0,0,0,776.47454,0,1518.41869,480.52076,-235.49592,725.1325,-179.26559,0,951847.5516,2015,10,2,283,,,300120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0,208234.7085,13518.77943,8076.80855,-214.38426,0,653712.32727,638681.23787,0,ЮНІОН СТАНДАРД БАНК,0,20,70,-110325.89463,15031.0894,0,-4107.9642,0,0,0,0,0,0,848.45648,615.15957,17215.86551,6110.35579,-7382.78871,3269.79049,-1166.51113,0,903525.44304,2015,10,2,47,,,305987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
